# source: opsd_household_fetch
hour,demand_kwh_reference
9498,0.8664980053268481
9499,0.4457113259211221
9500,0.43984670321144065
9501,0.4339820805017592
9502,0.48383137353288475
9503,0.3042273030545992
9504,0.15394634612405422
9505,0.16860790289742444
9506,0.1942656272519891
9507,0.12315707689897669
9508,0.21039333970336305
9509,0.3262196382149879
9510,0.5058237086932734
9511,0.5593383909172415
9512,0.472835205952357
9513,0.3592081409559043
9514,0.7821940538778025
9515,1.4954787909194316
9516,0.46550442756567195
9517,0.41785436805071857
9518,0.5901276601419856
9519,0.4970267746289179
9520,0.6157853844962169
9521,0.7697317306202711
9522,0.7785286646842933
9523,0.947869645420553
9524,1.1817214759616417
9525,0.7624009522335861
9526,0.5226844989828159
9527,0.42151975724422786
9528,0.46183903837216267
9529,0.2712388003140162
9530,0.23605106405659423
9531,0.2257879743152351
9532,0.2910319019582327
9533,0.7352770722020178
9534,0.6780970007845405
9535,0.773397119813447
9536,0.6539054321079796
9537,0.6157853844958836
9538,0.3518773625692192
9539,0.3262196382153213
9540,0.3848658653098022
9541,0.3628735301497469
