# source: pvgis_fetch
hour,solar_kw_per_kwp
512,0.54789
513,0.65351
514,0.70336
515,0.6948300000000001
516,0.59458
517,0.48374
518,0.31482
519,0.00218
520,0.0
521,0.0
522,0.0
523,0.0
524,0.0
525,0.0
526,0.0
527,0.0
528,0.0
529,0.0
530,0.0
531,0.0
532,0.0
533,0.0
534,0.0029500000000000004
535,0.3578
536,0.5614600000000001
537,0.6732899999999999
538,0.72817
539,0.71988
540,0.6422
541,0.5243099999999999
542,0.35461000000000004
543,0.00613
544,0.0
545,0.0
546,0.0
547,0.0
548,0.0
549,0.0
550,0.0
551,0.0
552,0.0
553,0.0
554,0.0
555,0.0
556,0.0
557,0.0
558,0.00462
559,0.29161000000000004
560,0.53642
561,0.64888
562,0.69982
563,0.68232
564,0.61875
565,0.50346
566,0.33676
567,0.00664
568,0.0
569,0.0
570,0.0
571,0.0
572,0.0
573,0.0
574,0.0
575,0.0
576,0.0
577,0.0
578,0.0
579,0.0
580,0.0
581,0.0
582,0.04771
583,0.33541000000000004
584,0.52754
585,0.64666
586,0.6942999999999999
587,0.67364
588,0.60836
589,0.47299
590,0.35641
591,0.0076500000000000005
592,0.0
593,0.0
594,0.0
595,0.0
596,0.0
597,0.0
598,0.0
599,0.0
600,0.0
601,0.0
602,0.0
603,0.0
604,0.0
605,0.0
606,0.07175
607,0.19903
608,0.46611
609,0.57797
610,0.6043200000000001
611,0.27873000000000003
612,0.58254
613,0.42012
614,0.28376
615,0.00309
616,0.0
617,0.0
618,0.0
619,0.0
620,0.0
621,0.0
622,0.0
623,0.0
624,0.0
625,0.0
626,0.0
627,0.0
628,0.0
629,0.0
630,0.00372
631,0.04876
632,0.14783000000000002
633,0.13336
634,0.18624000000000002
635,0.15572999999999998
636,0.09693
637,0.48667
638,0.35085
639,0.011949999999999999
640,0.0
641,0.0
642,0.0
643,0.0
644,0.0
645,0.0
646,0.0
647,0.0
648,0.0
649,0.0
650,0.0
651,0.0
652,0.0
653,0.0
654,0.0877
655,0.35399
656,0.55592
657,0.6723899999999999
658,0.70572
659,0.49502999999999997
660,0.65208
661,0.53471
662,0.36607999999999996
663,0.0211
664,0.0
665,0.0
666,0.0
667,0.0
668,0.0
669,0.0
670,0.0
671,0.0
672,0.0
673,0.0
674,0.0
675,0.0
676,0.0
677,0.0
678,0.0316
679,0.14669
680,0.28825
681,0.65191
682,0.69865
683,0.5205700000000001
684,0.39653
685,0.10474
686,0.01392
687,0.05167
688,0.0
689,0.0
690,0.0
691,0.0
692,0.0
693,0.0
694,0.0
695,0.0
696,0.0
697,0.0
698,0.0
699,0.0
700,0.0
701,0.0
702,0.006690000000000001
703,0.37427999999999995
704,0.57202
705,0.68749
706,0.7600800000000001
707,0.62997
708,0.6949299999999999
709,0.55786
710,0.38201999999999997
711,0.07217
712,0.0
713,0.0
714,0.0
715,0.0
716,0.0
717,0.0
718,0.0
719,0.0
720,0.0
721,0.0
722,0.0
723,0.0
724,0.0
725,0.0
726,0.10901999999999999
727,0.37655
728,0.56109
729,0.66949
730,0.72839
731,0.72056
732,0.68208
733,0.5516599999999999
734,0.37501
735,0.03683
736,0.0
737,0.0
738,0.0
739,0.0
740,0.0
741,0.0
742,0.0
743,0.0
744,0.0
745,0.0
746,0.0
747,0.0
748,0.0
749,0.0
750,0.09207
751,0.34802
752,0.53128
753,0.65386
754,0.7064199999999999
755,0.70689
756,0.64249
757,0.5124299999999999
758,0.34981
759,0.07715000000000001
760,0.0
761,0.0
762,0.0
763,0.0
764,0.0
765,0.0
766,0.0
767,0.0
768,0.0
769,0.0
770,0.0
771,0.0
772,0.0
773,0.0
774,0.08524
775,0.34314
776,0.5211699999999999
777,0.62971
778,0.69448
779,0.60021
780,0.6293200000000001
781,0.48249000000000003
782,0.3351
783,0.08316
784,0.0
785,0.0
786,0.0
787,0.0
788,0.0
789,0.0
790,0.0
791,0.0
792,0.0
793,0.0
794,0.0
795,0.0
796,0.0
797,0.0
798,0.09623000000000001
799,0.2868
800,0.33748
801,0.6255
802,0.59366
803,0.70394
804,0.53737
805,0.49212
806,0.25375
807,0.07284
808,0.0
809,0.0
810,0.0
811,0.0
812,0.0
813,0.0
814,0.0
815,0.0
816,0.0
817,0.0
818,0.0
819,0.0
820,0.0
821,0.0
822,0.09870999999999999
823,0.34534
824,0.5166900000000001
825,0.62737
826,0.6203099999999999
827,0.6776
828,0.577
829,0.18181
830,0.10512
831,0.010039999999999999
832,0.0
833,0.0
834,0.0
835,0.0
836,0.0
837,0.0
838,0.0
839,0.0
840,0.0
841,0.0
842,0.0
843,0.0
844,0.0
845,0.0
846,0.0
847,0.01686
848,0.031010000000000003
849,0.03878
850,0.06217
851,0.09035
852,0.06604
853,0.19083
854,0.04635
855,0.07
856,0.0
857,0.0
858,0.0
859,0.0
860,0.0
861,0.0
862,0.0
863,0.0
864,0.0
865,0.0
866,0.0
867,0.0
868,0.0
869,0.0
870,0.01005
871,0.26779000000000003
872,0.42601999999999995
873,0.39024000000000003
874,0.24079
875,0.53691
876,0.40604
877,0.20247
878,0.14537
879,0.00733
880,0.0
881,0.0
882,0.0
883,0.0
884,0.0
885,0.0
886,0.0
887,0.0
888,0.0
889,0.0
890,0.0
891,0.0
892,0.0
893,0.0
894,0.12337999999999999
895,0.39086000000000004
896,0.59687
897,0.72919
898,0.80167
899,0.78325
900,0.7365499999999999
901,0.5912999999999999
902,0.4022
903,0.14193
904,0.0
905,0.0
906,0.0
907,0.0
908,0.0
909,0.0
910,0.0
911,0.0
912,0.0
913,0.0
914,0.0
915,0.0
916,0.0
917,0.0
918,0.11915
919,0.37242000000000003
920,0.57521
921,0.70882
922,0.77712
923,0.7367
924,0.3972
925,0.11881
926,0.22304
927,0.01058
928,0.0
929,0.0
930,0.0
931,0.0
932,0.0
933,0.0
934,0.0
935,0.0
936,0.0
937,0.0
938,0.0
939,0.0
940,0.0
941,0.0
942,0.1216
943,0.36671
944,0.5647000000000001
945,0.6772999999999999
946,0.73846
947,0.7426
948,0.6776599999999999
949,0.5837
950,0.38082
951,0.13063
952,0.0
953,0.0
954,0.0
955,0.0
956,0.0
957,0.0
958,0.0
959,0.0
960,0.0
961,0.0
962,0.0
963,0.0
964,0.0
965,0.0
966,0.12754000000000001
967,0.37368
968,0.57628
969,0.6802699999999999
970,0.7414700000000001
971,0.7199099999999999
972,0.45674000000000003
973,0.3589
974,0.10296
975,0.05459000000000001
976,0.0
977,0.0
978,0.0
979,0.0
980,0.0
981,0.0
982,0.0
983,0.0
984,0.0
985,0.0
986,0.0
987,0.0
988,0.0
989,0.0
990,0.13144
991,0.36915
992,0.54426
993,0.6642899999999999
994,0.7202200000000001
995,0.6596599999999999
996,0.66588
997,0.55513
998,0.36692
999,0.12969
1000,0.0
1001,0.0
1002,0.0
1003,0.0
1004,0.0
1005,0.0
1006,0.0
1007,0.0
1008,0.0
1009,0.0
1010,0.0
1011,0.0
1012,0.0
1013,0.0
1014,0.023100000000000002
1015,0.0674
1016,0.22527
1017,0.09194
1018,0.05809
1019,0.039310000000000005
1020,0.02573
1021,0.01846
1022,0.01634
1023,0.00479
1024,0.0
1025,0.0
1026,0.0
1027,0.0
1028,0.0
1029,0.0
1030,0.0
1031,0.0
1032,0.0
1033,0.0
1034,0.0
1035,0.0
1036,0.0
1037,0.0
1038,0.15441
1039,0.40070999999999996
1040,0.57961
1041,0.69635
1042,0.75364
1043,0.75983
1044,0.67857
1045,0.58754
1046,0.38650999999999996
1047,0.16865
1048,0.0
1049,0.0
1050,0.0
1051,0.0
1052,0.0
1053,0.0
1054,0.0
1055,0.0
1056,0.0
1057,0.0
1058,0.0
1059,0.0
1060,0.0
1061,0.0
1062,0.004900000000000001
1063,0.06402
1064,0.11687
1065,0.29284
1066,0.12527
1067,0.06871
1068,0.06316
1069,0.0632
1070,0.10112
1071,0.08836
1072,0.0
1073,0.0
1074,0.0
1075,0.0
1076,0.0
1077,0.0
1078,0.0
1079,0.0
1080,0.0
1081,0.0
1082,0.0
1083,0.0
1084,0.0
1085,0.0
1086,0.044590000000000005
1087,0.23904
1088,0.40775
1089,0.14439
1090,0.25232
1091,0.50687
1092,0.06254
1093,0.25619
1094,0.41128
1095,0.07834999999999999
1096,0.0
1097,0.0
1098,0.0
1099,0.0
1100,0.0
1101,0.0
1102,0.0
1103,0.0
1104,0.0
1105,0.0
1106,0.0
1107,0.0
1108,0.0
1109,0.0
1110,0.15581
1111,0.31704000000000004
1112,0.50678
1113,0.43194
1114,0.51059
1115,0.74042
1116,0.35952
1117,0.5037
1118,0.33418000000000003
1119,0.12891999999999998
1120,0.0
1121,0.0
1122,0.0
1123,0.0
1124,0.0
1125,0.0
1126,0.0
1127,0.0
1128,0.0
1129,0.0
1130,0.0
1131,0.0
1132,0.0
1133,0.0
1134,0.16833
1135,0.40132
1136,0.58245
1137,0.69421
1138,0.7551100000000001
1139,0.76764
1140,0.70101
1141,0.61061
1142,0.39507
1143,0.16644
1144,0.0
1145,0.0
1146,0.0
1147,0.0
1148,0.0
1149,0.0
1150,0.0
1151,0.0
1152,0.0
1153,0.0
1154,0.0
1155,0.0
1156,0.0
1157,0.0
1158,0.13605
1159,0.37089
1160,0.59333
1161,0.69423
1162,0.7443
1163,0.75816
1164,0.70978
1165,0.60462
1166,0.39414
1167,0.16921
1168,0.0
1169,0.0
1170,0.0
1171,0.0
1172,0.0
1173,0.0
1174,0.0
1175,0.0
1176,0.0
1177,0.0
1178,0.0
1179,0.0
1180,0.0
1181,0.0
1182,0.08434
1183,0.30247
1184,0.4607
1185,0.22637000000000002
1186,0.55684
1187,0.70526
1188,0.64374
1189,0.41514
1190,0.36206
1191,0.15806
1192,0.0
1193,0.0
1194,0.0
1195,0.0
1196,0.0
1197,0.0
1198,0.0
1199,0.0
1200,0.0
1201,0.0
1202,0.0
1203,0.0
1204,0.0
1205,0.0
1206,0.02237
1207,0.03276
1208,0.03561
1209,0.08274
1210,0.1025
1211,0.13641
1212,0.12251999999999999
1213,0.14745
1214,0.08484
1215,0.07875
1216,0.0
1217,0.0
1218,0.0
1219,0.0
1220,0.0
1221,0.0
1222,0.0
1223,0.0
1224,0.0
1225,0.0
1226,0.0
1227,0.0
1228,0.0
1229,0.0
1230,0.04346
1231,0.36094
1232,0.5552
1233,0.73698
1234,0.80063
1235,0.7963899999999999
1236,0.68417
1237,0.63313
1238,0.3951
1239,0.18343
1240,0.0
1241,0.0
1242,0.0
1243,0.0
1244,0.0
1245,0.0
1246,0.0
1247,0.0
1248,0.0
1249,0.0
1250,0.0
1251,0.0
1252,0.0
1253,0.0
1254,0.08718000000000001
1255,0.09051000000000001
1256,0.571
1257,0.7367400000000001
1258,0.79848
1259,0.8001900000000001
1260,0.62176
1261,0.6357200000000001
1262,0.40868
1263,0.19448
1264,0.0
1265,0.0
1266,0.0
1267,0.0
1268,0.0
1269,0.0
1270,0.0
1271,0.0
1272,0.0
1273,0.0
1274,0.0
1275,0.0
1276,0.0
1277,0.0
1278,0.18978
1279,0.42913
1280,0.59513
1281,0.70661
1282,0.7652100000000001
1283,0.78122
1284,0.70331
1285,0.60617
1286,0.38883
1287,0.15315
1288,0.0
1289,0.0
1290,0.0
1291,0.0
1292,0.0
1293,0.0
1294,0.0
1295,0.0
1296,0.0
1297,0.0
1298,0.0
1299,0.0
1300,0.0
1301,0.0
1302,0.17765
1303,0.14309
1304,0.5247999999999999
1305,0.70687
1306,0.76128
1307,0.74854
1308,0.68704
1309,0.60364
1310,0.40808
1311,0.18893000000000001
1312,0.0
1313,0.0
1314,0.0
1315,0.0
1316,0.0
1317,0.0
1318,0.0
1319,0.0
1320,0.0
1321,0.0
1322,0.0
1323,0.0
1324,0.0
1325,0.0
1326,0.19532
1327,0.4283
1328,0.60672
1329,0.72472
1330,0.76412
1331,0.7898
1332,0.72551
1333,0.38192000000000004
1334,0.26025
1335,0.12086
1336,0.0
1337,0.0
1338,0.0
1339,0.0
1340,0.0
1341,0.0
1342,0.0
1343,0.0
1344,0.0
1345,0.0
1346,0.0
1347,0.0
1348,0.0
1349,0.0
1350,0.15344
1351,0.32087
1352,0.55195
1353,0.56809
1354,0.43052999999999997
1355,0.78125
1356,0.70202
1357,0.59645
1358,0.32037
1359,0.19103
1360,0.0
1361,0.0
1362,0.0
1363,0.0
1364,0.0
1365,0.0
1366,0.0
1367,0.0
1368,0.0
1369,0.0
1370,0.0
1371,0.0
1372,0.0
1373,0.0
1374,0.18813999999999997
1375,0.08633
1376,0.05827
1377,0.07884999999999999
1378,0.11295000000000001
1379,0.61901
1380,0.04025
1381,0.54
1382,0.46088
1383,0.05868
1384,0.0
1385,0.0
1386,0.0
1387,0.0
1388,0.0
1389,0.0
1390,0.0
1391,0.0
1392,0.0
1393,0.0
1394,0.0
1395,0.0
1396,0.0
1397,0.0
1398,0.01042
1399,0.15500999999999998
1400,0.5314500000000001
1401,0.71709
1402,0.7061499999999999
1403,0.6805
1404,0.57998
1405,0.57777
1406,0.041530000000000004
1407,0.02487
1408,0.0
1409,0.0
1410,0.0
1411,0.0
1412,0.0
1413,0.0
1414,0.0
1415,0.0
1416,0.0
1417,0.0
1418,0.0
1419,0.0
1420,0.0
1421,0.0
1422,0.22862000000000002
1423,0.47651
1424,0.6746599999999999
1425,0.79884
1426,0.85578
1427,0.84156
1428,0.76677
1429,0.6358400000000001
1430,0.44988
1431,0.22625
1432,0.0
1433,0.0
1434,0.0
1435,0.0
1436,0.0
1437,0.0
1438,0.0
1439,0.0
1440,0.0
1441,0.0
1442,0.0
1443,0.0
1444,0.0
1445,0.0
1446,0.21677000000000002
1447,0.4457
1448,0.6077899999999999
1449,0.71927
1450,0.67065
1451,0.80974
1452,0.7384
1453,0.6103200000000001
1454,0.45698
1455,0.20962999999999998
1456,0.0
1457,0.0
1458,0.0
1459,0.0
1460,0.0
1461,0.0
1462,0.0
1463,0.0
1464,0.0
1465,0.0
1466,0.0
1467,0.0
1468,0.0
1469,0.0
1470,0.21308000000000002
1471,0.41478
1472,0.37316000000000005
1473,0.6881499999999999
1474,0.60382
1475,0.78465
1476,0.72138
1477,0.6043999999999999
1478,0.42424
1479,0.18944
1480,0.0
1481,0.0
1482,0.0
1483,0.0
1484,0.0
1485,0.0
1486,0.0
1487,0.0
1488,0.0
1489,0.0
1490,0.0
1491,0.0
1492,0.0
1493,0.0
1494,0.15371
1495,0.38459
1496,0.5561799999999999
1497,0.69732
1498,0.69677
1499,0.7244299999999999
1500,0.6811200000000001
1501,0.54759
1502,0.2464
1503,0.20622
1504,0.0
1505,0.0
1506,0.0
1507,0.0
1508,0.0
1509,0.0
1510,0.0
1511,0.0
1512,0.0
1513,0.0
1514,0.0
1515,0.0
1516,0.0
1517,0.0
1518,0.10794
1519,0.13884
1520,0.08574
1521,0.17468
1522,0.09523999999999999
1523,0.03637
1524,0.1875
1525,0.46044999999999997
1526,0.40557
1527,0.10737999999999999
1528,0.0
1529,0.0
1530,0.0
1531,0.0
1532,0.0
1533,0.0
1534,0.0
1535,0.0
1536,0.0
1537,0.0
1538,0.0
1539,0.0
1540,0.0
1541,0.0
1542,0.22696
1543,0.45244999999999996
1544,0.65337
1545,0.71156
1546,0.7972100000000001
1547,0.8533
1548,0.75076
1549,0.64167
1550,0.4412
1551,0.1968
1552,0.0
1553,0.0
1554,0.0
1555,0.0
1556,0.0
1557,0.0
1558,0.0
1559,0.0
1560,0.0
1561,0.0
1562,0.0
1563,0.0
1564,0.0
1565,0.0
1566,0.19415000000000002
1567,0.28411000000000003
1568,0.22981000000000001
1569,0.40275
1570,0.33136
1571,0.46351
1572,0.28237
1573,0.45623
1574,0.17191
1575,0.10743000000000001
1576,0.0
1577,0.0
1578,0.0
1579,0.0
1580,0.0
1581,0.0
1582,0.0
1583,0.0
1584,0.0
1585,0.0
1586,0.0
1587,0.0
1588,0.0
1589,0.0
1590,0.13374
1591,0.42785
1592,0.59572
1593,0.44776
1594,0.38174
1595,0.75761
1596,0.6971499999999999
1597,0.18353999999999998
1598,0.18571000000000001
1599,0.12668000000000001
1600,0.0
1601,0.0
1602,0.0
1603,0.0
1604,0.0
1605,0.0
1606,0.0
1607,0.0
1608,0.0
1609,0.0
1610,0.0
1611,0.0
1612,0.0
1613,0.00191
1614,0.04379
1615,0.21073
1616,0.19975
1617,0.08313
1618,0.11634
1619,0.0456
1620,0.03279
1621,0.052649999999999995
1622,0.01998
1623,0.038329999999999996
1624,0.0
1625,0.0
1626,0.0
1627,0.0
1628,0.0
1629,0.0
1630,0.0
1631,0.0
1632,0.0
1633,0.0
1634,0.0
1635,0.0
1636,0.0
1637,0.0
1638,0.00597
1639,0.04435
1640,0.03499
1641,0.060270000000000004
1642,0.20806
1643,0.26530000000000004
1644,0.26624000000000003
1645,0.11491
1646,0.14518
1647,0.13924
1648,0.0
1649,0.0
1650,0.0
1651,0.0
1652,0.0
1653,0.0
1654,0.0
1655,0.0
1656,0.0
1657,0.0
1658,0.0
1659,0.0
1660,0.0
1661,0.0
1662,0.01248
1663,0.14504
1664,0.27853
1665,0.48058999999999996
1666,0.35535
1667,0.6107100000000001
1668,0.48768
1669,0.43964
1670,0.28864999999999996
1671,0.22778
1672,0.00037
1673,0.0
1674,0.0
1675,0.0
1676,0.0
1677,0.0
1678,0.0
1679,0.0
1680,0.0
1681,0.0
1682,0.0
1683,0.0
1684,0.0
1685,0.00562
1686,0.25357
1687,0.48125999999999997
1688,0.65788
1689,0.78377
1690,0.84987
1691,0.8404400000000001
1692,0.75758
1693,0.63376
1694,0.44871
1695,0.219
1696,0.00367
1697,0.0
1698,0.0
1699,0.0
1700,0.0
1701,0.0
1702,0.0
1703,0.0
1704,0.0
1705,0.0
1706,0.0
1707,0.0
1708,0.0
1709,0.00731
1710,0.24605000000000002
1711,0.46714999999999995
1712,0.62451
1713,0.73376
1714,0.78883
1715,0.77198
1716,0.71758
1717,0.59349
1718,0.43086
1719,0.21073
1720,0.00357
1721,0.0
1722,0.0
1723,0.0
1724,0.0
1725,0.0
1726,0.0
1727,0.0
1728,0.0
1729,0.0
1730,0.0
1731,0.0
1732,0.0
1733,0.00844
1734,0.25081
1735,0.46427999999999997
1736,0.6197699999999999
1737,0.7361599999999999
1738,0.78872
1739,0.76948
1740,0.71375
1741,0.59822
1742,0.44404000000000005
1743,0.21678
1744,0.00511
1745,0.0
1746,0.0
1747,0.0
1748,0.0
1749,0.0
1750,0.0
1751,0.0
1752,0.0
1753,0.0
1754,0.0
1755,0.0
1756,0.0
1757,0.00843
1758,0.21891
1759,0.42569
1760,0.5807599999999999
1761,0.66339
1762,0.72764
1763,0.756
1764,0.7255900000000001
1765,0.6052799999999999
1766,0.43563999999999997
1767,0.18359999999999999
1768,0.004070000000000001
1769,0.0
1770,0.0
1771,0.0
1772,0.0
1773,0.0
1774,0.0
1775,0.0
1776,0.0
1777,0.0
1778,0.0
1779,0.0
1780,0.0
1781,0.0
1782,0.03153
1783,0.04061
1784,0.15722999999999998
1785,0.055659999999999994
1786,0.0455
1787,0.05117
1788,0.04179
1789,0.04578
1790,0.06597
1791,0.02222
1792,2.9999999999999997e-05
1793,0.0
1794,0.0
1795,0.0
1796,0.0
1797,0.0
1798,0.0
1799,0.0
1800,0.0
1801,0.0
1802,0.0
1803,0.0
1804,0.0
1805,0.007980000000000001
1806,0.27935000000000004
1807,0.51688
1808,0.68536
1809,0.7969299999999999
1810,0.83445
1811,0.8282200000000001
1812,0.77961
1813,0.65412
1814,0.4843
1815,0.23244
1816,0.00879
1817,0.0
1818,0.0
1819,0.0
1820,0.0
1821,0.0
1822,0.0
1823,0.0
1824,0.0
1825,0.0
1826,0.0
1827,0.0
1828,0.0
1829,0.03545
1830,0.27758
1831,0.5020899999999999
1832,0.67348
1833,0.79004
1834,0.83574
1835,0.84435
1836,0.7835
1837,0.6616299999999999
1838,0.47592
1839,0.23621999999999999
1840,0.00996
1841,0.0
1842,0.0
1843,0.0
1844,0.0
1845,0.0
1846,0.0
1847,0.0
1848,0.0
1849,0.0
1850,0.0
1851,0.0
1852,0.0
1853,0.03698
1854,0.26727
1855,0.48697
1856,0.64451
1857,0.74072
1858,0.76936
1859,0.78195
1860,0.49392
1861,0.38803
1862,0.02478
1863,0.02419
1864,0.01107
1865,0.0
1866,0.0
1867,0.0
1868,0.0
1869,0.0
1870,0.0
1871,0.0
1872,0.0
1873,0.0
1874,0.0
1875,0.0
1876,0.0
1877,0.04194
1878,0.27723000000000003
1879,0.50046
1880,0.66064
1881,0.7870900000000001
1882,0.84345
1883,0.8242200000000001
1884,0.7719400000000001
1885,0.6646
1886,0.47576999999999997
1887,0.2331
1888,0.0121
1889,0.0
1890,0.0
1891,0.0
1892,0.0
1893,0.0
1894,0.0
1895,0.0
1896,0.0
1897,0.0
1898,0.0
1899,0.0
1900,0.0
1901,0.048799999999999996
1902,0.26988999999999996
1903,0.49149
1904,0.65497
1905,0.76466
1906,0.80598
1907,0.7854800000000001
1908,0.74363
1909,0.62705
1910,0.44885
1911,0.22132
1912,0.0225
1913,0.0
1914,0.0
1915,0.0
1916,0.0
1917,0.0
1918,0.0
1919,0.0
1920,0.0
1921,0.0
1922,0.0
1923,0.0
1924,0.0
1925,0.05079
1926,0.27353
1927,0.48319
1928,0.62383
1929,0.7380399999999999
1930,0.8042
1931,0.81175
1932,0.75482
1933,0.6336799999999999
1934,0.44493
1935,0.22888
1936,0.023469999999999998
1937,0.0
1938,0.0
1939,0.0
1940,0.0
1941,0.0
1942,0.0
1943,0.0
1944,0.0
1945,0.0
1946,0.0
1947,0.0
1948,0.0
1949,0.03181
1950,0.06325
1951,0.37638
1952,0.55212
1953,0.24524
1954,0.3536
1955,0.31751
1956,0.4385
1957,0.17367
1958,0.11918000000000001
1959,0.01583
1960,0.0
1961,0.0
1962,0.0
1963,0.0
1964,0.0
1965,0.0
1966,0.0
1967,0.0
1968,0.0
1969,0.0
1970,0.0
1971,0.0
1972,0.0
1973,0.00079
1974,0.01174
1975,0.03534
1976,0.05708
1977,0.09545999999999999
1978,0.08205
1979,0.09537999999999999
1980,0.10626999999999999
1981,0.09356999999999999
1982,0.09101999999999999
1983,0.023260000000000003
1984,0.016829999999999998
1985,0.0
1986,0.0
1987,0.0
1988,0.0
1989,0.0
1990,0.0
1991,0.0
1992,0.0
1993,0.0
1994,0.0
1995,0.0
1996,0.0
1997,0.00275
1998,0.02345
1999,0.08587
2000,0.09386
2001,0.11033
2002,0.061439999999999995
2003,0.08009999999999999
2004,0.08323
2005,0.09148
2006,0.06770999999999999
2007,0.10984000000000001
2008,0.02082
2009,0.0
2010,0.0
2011,0.0
2012,0.0
2013,0.0
2014,0.0
2015,0.0
2016,0.0
2017,0.0
2018,0.0
2019,0.0
2020,0.0
2021,0.0032400000000000003
2022,0.13522
2023,0.15822999999999998
2024,0.42631
2025,0.31895
2026,0.19648
2027,0.1608
2028,0.08417
2029,0.07028
2030,0.03626
2031,0.02649
2032,0.01276
2033,0.0
2034,0.0
2035,0.0
2036,0.0
2037,0.0
2038,0.0
2039,0.0
2040,0.0
2041,0.0
2042,0.0
2043,0.0
2044,0.0
2045,0.0022
2046,0.0167
2047,0.04549
2048,0.07371
2049,0.12656
2050,0.14795
2051,0.044969999999999996
2052,0.08579
2053,0.05813
2054,0.05968
2055,0.04231
2056,0.02646
2057,0.0
2058,0.0
2059,0.0
2060,0.0
2061,0.0
2062,0.0
2063,0.0
2064,0.0
2065,0.0
2066,0.0
2067,0.0
2068,0.0
2069,0.00124
2070,0.03275
2071,0.04503
2072,0.060039999999999996
2073,0.09226999999999999
2074,0.11665
2075,0.11806
2076,0.14627
2077,0.08589
2078,0.0545
2079,0.08272
2080,0.01236
2081,0.0
2082,0.0
2083,0.0
2084,0.0
2085,0.0
2086,0.0
2087,0.0
2088,0.0
2089,0.0
2090,0.0
2091,0.0
2092,0.0
2093,0.03453
2094,0.03498
2095,0.08381
2096,0.15055000000000002
2097,0.16901
2098,0.19187
2099,0.09028
2100,0.15637
2101,0.09179999999999999
2102,0.13244
2103,0.09888
2104,0.018269999999999998
2105,0.0
2106,0.0
2107,0.0
2108,0.0
2109,0.0
2110,0.0
2111,0.0
2112,0.0
2113,0.0
2114,0.0
2115,0.0
2116,0.0
2117,0.03251
2118,0.12924000000000002
2119,0.45187
2120,0.5998
2121,0.74422
2122,0.7744800000000001
2123,0.72691
2124,0.71113
2125,0.5818
2126,0.43234
2127,0.20598
2128,0.03289
2129,0.0
2130,0.0
2131,0.0
2132,0.0
2133,0.0
2134,0.0
2135,0.0
2136,0.0
2137,0.0
2138,0.0
2139,0.0
2140,0.0
2141,0.078
2142,0.2958
2143,0.5040899999999999
2144,0.65946
2145,0.77599
2146,0.80553
2147,0.79837
2148,0.76544
2149,0.5885900000000001
2150,0.45704
2151,0.23288999999999999
2152,0.03669
2153,0.0
2154,0.0
2155,0.0
2156,0.0
2157,0.0
2158,0.0
2159,0.0
2160,0.0
2161,0.0
2162,0.0
2163,0.0
2164,0.0
2165,0.07357
2166,0.21935
2167,0.50173
2168,0.65066
2169,0.7742
2170,0.81341
2171,0.7983300000000001
2172,0.76019
2173,0.6349199999999999
2174,0.34138
2175,0.13296
2176,0.030629999999999998
2177,0.0
2178,0.0
2179,0.0
2180,0.0
2181,0.0
2182,0.0
2183,0.0
2184,0.0
2185,0.0
2186,0.0
2187,0.0
2188,0.0
2189,0.01115
2190,0.026949999999999998
2191,0.02543
2192,0.047200000000000006
2193,0.11022
2194,0.05927
2195,0.05111
2196,0.06339
2197,0.06661
2198,0.02164
2199,0.009789999999999998
2200,0.00123
2201,0.0
2202,0.0
2203,0.0
2204,0.0
2205,0.0
2206,0.0
2207,0.0
2208,0.0
2209,0.0
2210,0.0
2211,0.0
2212,0.0
2213,0.010039999999999999
2214,0.17291
2215,0.24968
2216,0.23886000000000002
2217,0.33312
2218,0.23629
2219,0.58873
2220,0.556
2221,0.49789
2222,0.40518
2223,0.24472
2224,0.039619999999999995
2225,0.0
2226,0.0
2227,0.0
2228,0.0
2229,0.0
2230,0.0
2231,0.0
2232,0.0
2233,0.0
2234,0.0
2235,0.0
2236,0.0
2237,0.027809999999999998
2238,0.0335
2239,0.05761
2240,0.12034
2241,0.12846000000000002
2242,0.17609
2243,0.14696
2244,0.23119
2245,0.1784
2246,0.12868000000000002
2247,0.09412000000000001
2248,0.030719999999999997
2249,0.0
2250,0.0
2251,0.0
2252,0.0
2253,0.0
2254,0.0
2255,0.0
2256,0.0
2257,0.0
2258,0.0
2259,0.0
2260,0.0
2261,0.04081
2262,0.09035
2263,0.047490000000000004
2264,0.09125
2265,0.10117
2266,0.09279000000000001
2267,0.07298
2268,0.08506999999999999
2269,0.05347
2270,0.03473
2271,0.03477
2272,0.00839
2273,0.0
2274,0.0
2275,0.0
2276,0.0
2277,0.0
2278,0.0
2279,0.0
2280,0.0
2281,0.0
2282,0.0
2283,0.0
2284,0.0
2285,0.01103
2286,0.01717
2287,0.03182
2288,0.06811
2289,0.06872
2290,0.06292
2291,0.09709000000000001
2292,0.04147
2293,0.03297
2294,0.0219
2295,0.010230000000000001
2296,0.016300000000000002
2297,0.0
2298,0.0
2299,0.0
2300,0.0
2301,0.0
2302,0.0
2303,0.0
2304,0.0
2305,0.0
2306,0.0
2307,0.0
2308,0.0
2309,0.07304000000000001
2310,0.04265
2311,0.21931
2312,0.40196
2313,0.22616
2314,0.09765
2315,0.5129199999999999
2316,0.32198000000000004
2317,0.12504
2318,0.16734000000000002
2319,0.08964
2320,0.04093
2321,0.0
2322,0.0
2323,0.0
2324,0.0
2325,0.0
2326,0.0
2327,0.0
2328,0.0
2329,0.0
2330,0.0
2331,0.0
2332,0.0
2333,0.02631
2334,0.15546000000000001
2335,0.42096
2336,0.6812999999999999
2337,0.6114700000000001
2338,0.8148200000000001
