k,broker_count,ablation,seed,capacity_surcharge_mode,avg_cost_per_agent_eur,avg_cost_per_kwh_eur,load_concentration_hhi,broker_load_share_json,feeder_coefficient_of_variation,feeder_peak_to_average_ratio,feeder_mean_hourly_ramp_kwh,prosumer_self_sufficiency,total_capacity_charge_eur,capacity_fire_rate,mean_broker_surcharge_json,broker_load_share_gini,total_deferred_kwh,switching_rate,n_brokers,run_wallclock_sec,peak_rss_mb,capacity_surcharge_divisor
0.5,1,capacity_disabled,20260721,proportional,686.1154254518344,0.19394855896200616,1.0,"{""regulated_utility"": 1.0}",0.6925304898209019,3.513015278705462,21.824437625743457,0.7354470959264663,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,460.07224610005505,131.71875,3
0.5,1,capacity_disabled,20260719,proportional,664.2776778034022,0.19395479822169137,1.0,"{""regulated_utility"": 1.0}",0.6717871040411202,3.516170257840689,20.38990828691071,0.7543473098237665,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,494.0049016000703,131.3671875,3
0.5,1,capacity_disabled,20260723,proportional,648.8425336085538,0.19395104095651441,1.0,"{""regulated_utility"": 1.0}",0.6783211981998275,3.5143418980403607,20.091029036592026,0.7371332950366212,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,448.2941560000181,131.7890625,3
0.5,1,capacity_disabled,20260722,proportional,694.3009147413399,0.19395979920364767,1.0,"{""regulated_utility"": 1.0}",0.6812926358049477,3.5187908335563987,21.67274105000705,0.7307334074408469,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,632.6301600001752,131.5390625,3
0.5,1,capacity_disabled,20260724,proportional,679.6300335673556,0.19394072602261542,1.0,"{""regulated_utility"": 1.0}",0.6710528901894437,3.5093984311679414,20.82972173277505,0.7148516441301689,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,449.83868759986944,131.84375,3
0.5,1,capacity_disabled,20260732,proportional,652.3306405664343,0.19403680781618537,1.0,"{""regulated_utility"": 1.0}",0.7012598137528931,3.5573654685474185,20.834091768275766,0.7453381572269361,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,388.5229696999304,131.6875,3
0.5,1,capacity_disabled,20260731,proportional,652.0068958146171,0.19405374860474064,1.0,"{""regulated_utility"": 1.0}",0.713265116338798,3.5660077181653524,21.265008303295065,0.761307178877894,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,399.03767200000584,131.59375,3
0.5,1,capacity_disabled,20260725,proportional,652.3594437779841,0.19395852139706285,1.0,"{""regulated_utility"": 1.0}",0.678499028300379,3.518260228730542,20.142500155604864,0.7282422788865685,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,489.2408521999605,131.88671875,3
0.5,1,capacity_disabled,20260727,proportional,685.8077840815557,0.19394984127599343,1.0,"{""regulated_utility"": 1.0}",0.6758675995518733,3.513799589481385,21.053422030120416,0.7220530746802711,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,464.5715002999641,131.515625,3
0.5,1,capacity_disabled,20260726,proportional,673.6160250655535,0.19395611972063767,1.0,"{""regulated_utility"": 1.0}",0.6765620303799845,3.5171639057969464,20.82926573103661,0.7365502245795399,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,480.47336760000326,131.7578125,3
0.5,1,capacity_disabled,20260730,proportional,655.6679385922497,0.1940188527275584,1.0,"{""regulated_utility"": 1.0}",0.6905012097825561,3.548592757793601,20.7043457911759,0.7491895978785109,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,420.01712760003284,131.91015625,3
0.5,1,capacity_disabled,20260728,proportional,674.815617215399,0.1939868060278293,1.0,"{""regulated_utility"": 1.0}",0.6844354692346359,3.532354158364963,21.04327830916544,0.7427266511253288,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,477.9749419998843,131.53515625,3
0.5,1,capacity_disabled,20260733,proportional,683.5313356308502,0.1938812588924194,1.0,"{""regulated_utility"": 1.0}",0.6599709594973472,3.479350138391643,20.697014627749034,0.7235812591326167,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,439.73213839996606,131.68359375,3
0.5,1,capacity_disabled,20260729,proportional,667.4012567885958,0.19393045319052266,1.0,"{""regulated_utility"": 1.0}",0.6782328692472034,3.5039997503522105,20.53067876358664,0.6920707896385033,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,515.7365975999273,131.53125,3
0.5,1,capacity_both,20260705,proportional,743.5919666416713,0.20811575469733992,1.0,"{""regulated_utility"": 1.0}",0.5761130288500814,3.1259073930379087,19.404519539655478,0.6976110843641857,10514.262706972058,0.3038812785388128,"{""regulated_utility"": 0.010129375951293478}",0.0,56013.09932275963,0.0,1,457.71239319979213,131.43359375,3
0.5,1,capacity_both,20260704,proportional,697.8764075776883,0.2083917646811541,1.0,"{""regulated_utility"": 1.0}",0.59246553060379,3.10925787482586,18.720788409460877,0.7327800526305772,10127.174164936258,0.3047945205479452,"{""regulated_utility"": 0.01015981735159789}",0.0,53232.359500381586,0.0,1,488.4204196999781,131.5703125,3
0.5,1,capacity_both,20260707,proportional,716.5158584511369,0.20831857655987762,1.0,"{""regulated_utility"": 1.0}",0.5891638390774607,3.1938223106778305,18.973918179326716,0.7523381023209396,10421.966940985481,0.30205479452054795,"{""regulated_utility"": 0.010068493150684654}",0.0,54189.017851710225,0.0,1,477.7481933000963,131.3671875,3
0.5,1,capacity_both,20260706,proportional,726.8748706479658,0.2083261659699536,1.0,"{""regulated_utility"": 1.0}",0.5854539862197011,3.13397365927354,19.268219748177046,0.732044063164944,10517.129785769626,0.30547945205479454,"{""regulated_utility"": 0.010182648401826198}",0.0,55146.10475547465,0.0,1,536.9548687001225,131.71875,3
0.5,1,capacity_both,20260708,proportional,709.2050909539608,0.20813754080408456,1.0,"{""regulated_utility"": 1.0}",0.57940276252562,3.0690198692788,18.836632852693775,0.7312685120190773,10149.179831816973,0.30353881278538813,"{""regulated_utility"": 0.010117960426179323}",0.0,53497.4385479276,0.0,1,539.5977016000543,131.7890625,3
0.5,1,capacity_both,20260710,proportional,721.7168161167235,0.20818602580344667,1.0,"{""regulated_utility"": 1.0}",0.5773563210741454,3.137356005698769,18.850645572343268,0.724302749742352,10310.57154596764,0.3034246575342466,"{""regulated_utility"": 0.01011415525114127}",0.0,54427.599999156824,0.0,1,385.4841298998799,131.84375,3
0.5,1,capacity_both,20260709,proportional,747.0405478949533,0.20824878776456332,1.0,"{""regulated_utility"": 1.0}",0.5824900228183797,3.145218306655435,19.786483317537876,0.7192395657298095,10706.775609862936,0.30547945205479454,"{""regulated_utility"": 0.010182648401826198}",0.0,56590.50853058207,0.0,1,423.7029489001725,131.5390625,3
0.5,1,capacity_both,20260716,proportional,696.4854083954525,0.20836534627245515,1.0,"{""regulated_utility"": 1.0}",0.5871555306346121,3.1010821192186873,18.605534851224064,0.740443397608057,10054.044510303484,0.30582191780821916,"{""regulated_utility"": 0.010194063926940354}",0.0,53347.68766454817,0.0,1,386.47762649995275,131.91015625,3
0.5,1,capacity_both,20260712,proportional,737.1730961112457,0.20822106808518592,1.0,"{""regulated_utility"": 1.0}",0.5812871360325577,3.1159665920405613,19.52136116443957,0.744926430169017,10694.270158223975,0.30319634703196346,"{""regulated_utility"": 0.010106544901065169}",0.0,55352.904935490085,0.0,1,415.58140090014786,131.59375,3
0.5,1,capacity_both,20260711,proportional,727.3320395858491,0.2081314199908873,1.0,"{""regulated_utility"": 1.0}",0.5825186694368646,3.1895928691287696,18.98398043578829,0.7120765361007763,10501.327674311058,0.2996575342465753,"{""regulated_utility"": 0.00998858447488557}",0.0,54170.33277696024,0.0,1,441.20134119992144,131.6875,3
0.5,1,capacity_both,20260714,proportional,733.4306801763787,0.20822616097268692,1.0,"{""regulated_utility"": 1.0}",0.5761356781298346,3.1329571967837664,19.157212371712557,0.7358828390490486,10466.042941408316,0.3050228310502283,"{""regulated_utility"": 0.010167427701673993}",0.0,55583.91401014655,0.0,1,458.76622979994863,131.515625,3
0.5,1,capacity_both,20260715,proportional,698.2954629771577,0.20858325107922612,1.0,"{""regulated_utility"": 1.0}",0.6141557751120746,3.245109178955366,18.894359063999058,0.7330450468457028,10285.234330734933,0.30057077625570777,"{""regulated_utility"": 0.010019025875189982}",0.0,53788.34644565722,0.0,1,462.0641091000289,131.7578125,3
0.5,1,capacity_both,20260718,proportional,734.1023464618731,0.2083951085814104,1.0,"{""regulated_utility"": 1.0}",0.5941852580268778,3.1473128612263954,19.669914225809606,0.741368265662312,10760.893924184802,0.30376712328767125,"{""regulated_utility"": 0.010125570776255427}",0.0,55817.6018861588,0.0,1,388.7837821999565,131.68359375,3
0.5,1,capacity_both,20260713,proportional,681.0797229695407,0.20851185556537716,1.0,"{""regulated_utility"": 1.0}",0.6029023966002977,3.1233327646987363,18.473045926777463,0.7617680416423825,10026.551276544857,0.30319634703196346,"{""regulated_utility"": 0.010106544901065169}",0.0,52410.80966893292,0.0,1,504.97692050016485,131.9140625,3
0.5,1,capacity_both,20260717,proportional,731.1626520999566,0.20805526349559422,1.0,"{""regulated_utility"": 1.0}",0.5640795857438081,3.1482698054530682,18.70085434057768,0.7178577271987574,10323.314930072738,0.3038812785388128,"{""regulated_utility"": 0.010129375951293478}",0.0,54644.89808306648,0.0,1,475.7549616000615,131.53515625,3
0.5,1,capacity_both,20260720,proportional,718.4979974912369,0.20817552856331542,1.0,"{""regulated_utility"": 1.0}",0.5693601388195799,3.154173807224885,18.61761387644073,0.7317219847521195,10244.316203645427,0.3059360730593607,"{""regulated_utility"": 0.010197869101978405}",0.0,54118.39955111229,0.0,1,443.0928710999433,131.43359375,3
0.5,1,capacity_both,20260719,proportional,712.9136980589393,0.20819177283923362,1.0,"{""regulated_utility"": 1.0}",0.5793087443167687,3.142288104501183,18.87980686365245,0.7524474808152029,10241.20925361141,0.3041095890410959,"{""regulated_utility"": 0.010136986301369581}",0.0,53963.853824339865,0.0,1,479.0594554999843,131.53125,3
0.5,1,capacity_both,20260721,proportional,737.2878965117826,0.20844989768436561,1.0,"{""regulated_utility"": 1.0}",0.595624502125024,3.2070896128711426,19.69548356469186,0.732919363254185,10788.136991324905,0.30525114155251143,"{""regulated_utility"": 0.010175038051750096}",0.0,56092.83295937278,0.0,1,454.4063977000769,131.5703125,3
0.5,1,capacity_both,20260723,proportional,696.5011441022158,0.2082331937794339,1.0,"{""regulated_utility"": 1.0}",0.5848286210563605,3.2032685885718535,18.44259452267695,0.7344821708323737,10003.324102083805,0.30296803652968035,"{""regulated_utility"": 0.010098934550989066}",0.0,52640.984460165455,0.0,1,434.0212905998342,131.71875,3
0.5,1,capacity_both,20260722,proportional,745.7324769606098,0.20836286741162466,1.0,"{""regulated_utility"": 1.0}",0.5859866906691337,3.144194928333835,19.729686292092783,0.7282309764732523,10794.780893447654,0.3061643835616438,"{""regulated_utility"": 0.010205479452054508}",0.0,56807.93470470092,0.0,1,600.2721224999987,131.3671875,3
0.5,1,capacity_both,20260724,proportional,729.4208290840902,0.20818513531402436,1.0,"{""regulated_utility"": 1.0}",0.5769368415187416,3.200025266339834,18.993075698591184,0.7121150751099414,10364.423562547914,0.304337899543379,"{""regulated_utility"": 0.010144596651445683}",0.0,55145.90310145813,0.0,1,472.10069150011986,131.7890625,3
0.5,1,capacity_both,20260725,proportional,700.195608038058,0.20821749538703246,1.0,"{""regulated_utility"": 1.0}",0.5840581628949625,3.1752394972585676,18.34969276462283,0.7261385931859138,10063.473139207787,0.3017123287671233,"{""regulated_utility"": 0.010057077625570498}",0.0,52866.76683041648,0.0,1,493.1103902000468,131.8515625,3
0.5,1,capacity_both,20260726,proportional,723.0804763542606,0.20823510170382295,1.0,"{""regulated_utility"": 1.0}",0.5843876507454232,3.112657932918275,19.26767268144112,0.7331259336114055,10359.720634551828,0.3045662100456621,"{""regulated_utility"": 0.010152207001521786}",0.0,54831.87204883103,0.0,1,471.49902209988795,131.546875,3
0.5,1,capacity_both,20260732,proportional,700.7938761539542,0.20848859081063115,1.0,"{""regulated_utility"": 1.0}",0.6072548690315465,3.22664566753832,18.927107937749255,0.7414283637064782,10231.568200534035,0.3019406392694064,"{""regulated_utility"": 0.010064687975646601}",0.0,53587.60983541743,0.0,1,387.99924829998054,131.68359375,3
0.5,1,capacity_both,20260728,proportional,724.469599628256,0.2082966229622584,1.0,"{""regulated_utility"": 1.0}",0.5904607774305193,3.200012732834223,19.193524164424325,0.7404844205937235,10538.509534465531,0.3011415525114155,"{""regulated_utility"": 0.01003805175038024}",0.0,54892.83744161606,0.0,1,457.0659793999512,131.59375,3
0.5,1,capacity_both,20260727,proportional,735.9364140154946,0.2081630562132329,1.0,"{""regulated_utility"": 1.0}",0.5816857551126011,3.181462129330422,19.187821826295814,0.7189509417287155,10512.406762542323,0.3011415525114155,"{""regulated_utility"": 0.01003805175038024}",0.0,55440.626211210525,0.0,1,468.90246340003796,131.93359375,3
0.5,1,capacity_both,20260731,proportional,700.934695539258,0.20865056954090883,1.0,"{""regulated_utility"": 1.0}",0.6180850132479674,3.2087857646241584,19.263788340733083,0.7584281451137137,10468.881582597018,0.30273972602739724,"{""regulated_utility"": 0.010091324200912962}",0.0,53869.96512307159,0.0,1,399.8860601000488,131.7578125,3
0.5,1,capacity_both,20260730,proportional,704.3654500819376,0.20846496434452869,1.0,"{""regulated_utility"": 1.0}",0.596262774554462,3.152826636610645,18.90140362323099,0.7462045188138544,10281.333214453869,0.30525114155251143,"{""regulated_utility"": 0.010175038051750096}",0.0,54061.581114360015,0.0,1,423.94862539996393,131.515625,3
0.5,1,capacity_both,20260729,proportional,715.9618468165775,0.20806944458128665,1.0,"{""regulated_utility"": 1.0}",0.58250111588295,3.285140803167604,18.518860363638527,0.6896901869452652,10270.007437558848,0.2973744292237443,"{""regulated_utility"": 0.00991248097412454}",0.0,53304.564018472425,0.0,1,517.1544444998726,131.69140625,3
0.5,1,capacity_both,20260733,proportional,733.5718150535658,0.20811085494061013,1.0,"{""regulated_utility"": 1.0}",0.5661459938921796,3.0975046351512057,18.972902460886306,0.7212593113144988,10328.146310053553,0.3070776255707763,"{""regulated_utility"": 0.01023592085235892}",0.0,55205.73712253055,0.0,1,452.7538278999273,131.9140625,3
0.5,1,capacity_disabled,20260704,proportional,649.7467193394376,0.19398573239780484,1.0,"{""regulated_utility"": 1.0}",0.6863326826054117,3.5319476804894845,20.45557998036918,0.7355361341616232,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,473.5246717999689,131.53515625,5
0.5,1,capacity_disabled,20260705,proportional,693.0161758112904,0.19393377922552635,1.0,"{""regulated_utility"": 1.0}",0.6687899405309747,3.5060247996567755,21.158763411418793,0.7011510865918867,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,443.5260513999965,131.43359375,5
0.5,1,capacity_disabled,20260707,proportional,667.2205540913945,0.1939538967352901,1.0,"{""regulated_utility"": 1.0}",0.6836902694543493,3.515466177265209,20.838261150519465,0.7549575970276509,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,470.7100853000302,131.5703125,5
0.5,1,capacity_disabled,20260706,proportional,676.7653034075242,0.1939309797791998,1.0,"{""regulated_utility"": 1.0}",0.6800753750258252,3.504170553629757,21.143009356800377,0.7348906640414963,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,506.61192930000834,131.53515625,5
0.5,1,capacity_disabled,20260710,proportional,672.3945196047291,0.19392449136084222,1.0,"{""regulated_utility"": 1.0}",0.6715414466559639,3.500992579457727,20.632297508341075,0.7267403061928125,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,370.9629516999703,131.7890625,5
0.5,1,capacity_disabled,20260708,proportional,660.9392090079676,0.19393899628325062,1.0,"{""regulated_utility"": 1.0}",0.6707704426509437,3.508462802372648,20.261305955174862,0.733952719697595,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,535.2880454000551,131.71875,5
0.5,1,capacity_disabled,20260709,proportional,695.8002838809097,0.19393119359580502,1.0,"{""regulated_utility"": 1.0}",0.6758379498434416,3.504581977079471,21.546980793616658,0.7229248456395994,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,423.2967496998608,131.3671875,5
0.5,1,capacity_disabled,20260712,proportional,686.5467493925996,0.1938881548005885,1.0,"{""regulated_utility"": 1.0}",0.6750388767385166,3.4824591386817354,21.270488906903367,0.7474076370586199,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,412.89857600000687,131.546875,5
0.5,1,capacity_disabled,20260711,proportional,677.6729988716864,0.19388720335441864,1.0,"{""regulated_utility"": 1.0}",0.6784551893863281,3.4821923646209894,21.000839721438094,0.7143371823567679,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,434.8891490998212,131.8515625,5
0.5,1,capacity_disabled,20260716,proportional,648.616202443463,0.19401030532085328,1.0,"{""regulated_utility"": 1.0}",0.6799467452082625,3.5443540916180063,20.18723482479201,0.7426522653732859,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,391.1934950998984,131.7578125,5
0.5,1,capacity_disabled,20260715,proportional,649.9520581069403,0.19410902135120336,1.0,"{""regulated_utility"": 1.0}",0.709140516536293,3.5939212250574326,20.865891458604985,0.7364458388226904,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,446.8024608998094,131.93359375,5
0.5,1,capacity_disabled,20260714,proportional,683.2220252346156,0.19393781184115302,1.0,"{""regulated_utility"": 1.0}",0.6701346663283343,3.507636959669805,20.905274886099804,0.738364124057701,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,462.561797299888,131.59375,5
0.5,1,capacity_disabled,20260718,proportional,683.4247073733197,0.19397547501221615,1.0,"{""regulated_utility"": 1.0}",0.6884292333188465,3.5267146059213657,21.56816267247005,0.7440330502823794,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,384.3484082000796,131.69140625,5
0.5,1,capacity_disabled,20260713,proportional,634.0210489656951,0.19407131733279137,1.0,"{""regulated_utility"": 1.0}",0.695913890079914,3.574783297205548,20.124363964760384,0.7637531901692457,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,472.6636729000602,131.68359375,5
0.5,1,capacity_disabled,20260717,proportional,681.3468725360607,0.19384639612764748,1.0,"{""regulated_utility"": 1.0}",0.6595393144714787,3.461460297935094,20.57313605436039,0.7208649005541282,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,454.74288100004196,131.515625,5
0.5,1,capacity_disabled,20260719,proportional,664.2776778034022,0.19395479822169137,1.0,"{""regulated_utility"": 1.0}",0.6717871040411202,3.516170257840689,20.38990828691071,0.7543473098237665,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,472.38315539993346,131.9296875,5
0.5,1,capacity_disabled,20260720,proportional,669.2657932269674,0.19387846872579484,1.0,"{""regulated_utility"": 1.0}",0.6645385155227288,3.477888922430777,20.404719196962507,0.7336978480709002,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,430.73603769997135,131.53515625,5
0.5,1,capacity_disabled,20260721,proportional,686.1154254518344,0.19394855896200616,1.0,"{""regulated_utility"": 1.0}",0.6925304898209019,3.513015278705462,21.824437625743457,0.7354470959264663,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,433.4305970999412,131.43359375,5
0.5,1,capacity_disabled,20260723,proportional,648.8425336085538,0.19395104095651441,1.0,"{""regulated_utility"": 1.0}",0.6783211981998275,3.5143418980403607,20.091029036592026,0.7371332950366212,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,428.51435939990915,131.53515625,5
0.5,1,capacity_disabled,20260724,proportional,679.6300335673556,0.19394072602261542,1.0,"{""regulated_utility"": 1.0}",0.6710528901894437,3.5093984311679414,20.82972173277505,0.7148516441301689,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,442.95026240008883,131.7890625,5
0.5,1,capacity_disabled,20260725,proportional,652.3594437779841,0.19395852139706285,1.0,"{""regulated_utility"": 1.0}",0.678499028300379,3.518260228730542,20.142500155604864,0.7282422788865685,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,467.69467130000703,131.71875,5
0.5,1,capacity_disabled,20260726,proportional,673.6160250655535,0.19395611972063767,1.0,"{""regulated_utility"": 1.0}",0.6765620303799845,3.5171639057969464,20.82926573103661,0.7365502245795399,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,477.00471489992924,131.37109375,5
0.5,1,capacity_disabled,20260722,proportional,694.3009147413399,0.19395979920364767,1.0,"{""regulated_utility"": 1.0}",0.6812926358049477,3.5187908335563987,21.67274105000705,0.7307334074408469,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,605.6143999001943,131.5703125,5
0.5,1,capacity_disabled,20260727,proportional,685.8077840815557,0.19394984127599343,1.0,"{""regulated_utility"": 1.0}",0.6758675995518733,3.513799589481385,21.053422030120416,0.7220530746802711,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,455.70581740001217,131.546875,5
0.5,1,capacity_disabled,20260728,proportional,674.815617215399,0.1939868060278293,1.0,"{""regulated_utility"": 1.0}",0.6844354692346359,3.532354158364963,21.04327830916544,0.7427266511253288,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,462.1258821999654,131.8515625,5
0.5,1,capacity_disabled,20260732,proportional,652.3306405664343,0.19403680781618537,1.0,"{""regulated_utility"": 1.0}",0.7012598137528931,3.5573654685474185,20.834091768275766,0.7453381572269361,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,381.93675990006886,131.69140625,5
0.5,1,capacity_disabled,20260731,proportional,652.0068958146171,0.19405374860474064,1.0,"{""regulated_utility"": 1.0}",0.713265116338798,3.5660077181653524,21.265008303295065,0.761307178877894,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,390.32983510009944,131.59375,5
0.5,1,capacity_disabled,20260730,proportional,655.6679385922497,0.1940188527275584,1.0,"{""regulated_utility"": 1.0}",0.6905012097825561,3.548592757793601,20.7043457911759,0.7491895978785109,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,407.64162270003,131.93359375,5
0.5,1,capacity_disabled,20260729,proportional,667.4012567885958,0.19393045319052266,1.0,"{""regulated_utility"": 1.0}",0.6782328692472034,3.5039997503522105,20.53067876358664,0.6920707896385033,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,507.76994740008377,131.7578125,5
0.5,1,capacity_disabled,20260733,proportional,683.5313356308502,0.1938812588924194,1.0,"{""regulated_utility"": 1.0}",0.6599709594973472,3.479350138391643,20.697014627749034,0.7235812591326167,0.0,0.0,"{""regulated_utility"": 0.0}",0.0,0.0,0.0,1,435.2285853999201,131.68359375,5
0.5,1,capacity_both,20260704,proportional,680.3896942827605,0.2031559910271578,1.0,"{""regulated_utility"": 1.0}",0.6251862529421384,3.2497376560896742,18.865671513896896,0.73369789015389,11581.34664604206,0.30091324200913244,"{""regulated_utility"": 0.00601826484018295}",0.0,31821.363544612672,0.0,1,478.85693269991316,131.515625,5
0.5,1,capacity_both,20260705,proportional,725.4130411670047,0.20301666821677264,1.0,"{""regulated_utility"": 1.0}",0.6079449691909784,3.2258120454668893,19.525032168442205,0.6988631340102113,12024.591055257253,0.30205479452054795,"{""regulated_utility"": 0.0060410958904112645}",0.0,33676.63876614346,0.0,1,459.8990372000262,131.9765625,5
0.5,1,capacity_both,20260707,proportional,698.6691535384493,0.20311630726281615,1.0,"{""regulated_utility"": 1.0}",0.6222631987933598,3.2345575390579437,19.23645764998531,0.75329620581317,11923.306313878214,0.29942922374429226,"{""regulated_utility"": 0.005988584474886142}",0.0,32497.73749593382,0.0,1,467.6275092998985,131.43359375,5
0.5,1,capacity_both,20260706,proportional,708.6767421158494,0.20309647323019223,1.0,"{""regulated_utility"": 1.0}",0.6183936547342258,3.2241716771587354,19.44010367977587,0.7330864031530828,12034.699961275299,0.3013698630136986,"{""regulated_utility"": 0.0060273972602742755}",0.0,32975.19112717221,0.0,1,510.80592130008154,131.53515625,5
0.5,1,capacity_both,20260709,proportional,728.4282365951467,0.20304646541408028,1.0,"{""regulated_utility"": 1.0}",0.6148064443868917,3.224553917797409,19.862386670297287,0.7205302888739717,12244.640865854564,0.30125570776255706,"{""regulated_utility"": 0.006025114155251444}",0.0,33823.60785858338,0.0,1,414.55185399996117,131.7890625,5
0.5,1,capacity_both,20260710,proportional,703.8165475096376,0.20300342214897701,1.0,"{""regulated_utility"": 1.0}",0.6101532101220224,3.2211756495520136,18.984992684482748,0.7251671333822627,11804.982299724525,0.2993150684931507,"{""regulated_utility"": 0.00598630136986331}",0.0,32528.60659890007,0.0,1,371.3051849999465,131.71875,5
0.5,1,capacity_both,20260708,proportional,691.7865980119744,0.20301155407448201,1.0,"{""regulated_utility"": 1.0}",0.6107003294124211,3.228120130528249,18.756579480832283,0.7321696802156179,11585.79805969991,0.29942922374429226,"{""regulated_utility"": 0.005988584474886142}",0.0,32058.982599380266,0.0,1,540.5692520998418,131.53515625,5
0.5,1,capacity_both,20260712,proportional,718.8615980249338,0.20303490777996913,1.0,"{""regulated_utility"": 1.0}",0.6135939500296724,3.2041889836185087,19.63787010465009,0.7457626740670074,12223.128540763602,0.30011415525114155,"{""regulated_utility"": 0.006002283105023131}",0.0,33212.69476998195,0.0,1,412.6327325999737,131.5703125,5
0.5,1,capacity_both,20260711,proportional,709.5047249022429,0.2030110037695429,1.0,"{""regulated_utility"": 1.0}",0.6158980737485311,3.2038775437730322,19.33514703779089,0.7128882822359326,12049.290033738711,0.29897260273972603,"{""regulated_utility"": 0.005979452054794816}",0.0,32595.77157794214,0.0,1,432.2919385000132,131.37109375,5
0.5,1,capacity_both,20260716,proportional,679.0641367942453,0.20313441574101934,1.0,"{""regulated_utility"": 1.0}",0.6197707927463981,3.261073885101179,18.697113783934903,0.7411841153837215,11476.723320481378,0.301027397260274,"{""regulated_utility"": 0.006020547945205781}",0.0,31828.738738825185,0.0,1,394.94491890002973,131.59375,5
0.5,1,capacity_both,20260718,proportional,715.8361604859388,0.2031959445779699,1.0,"{""regulated_utility"": 1.0}",0.6266748628471627,3.2449155468575896,19.885542307048027,0.7422497356322226,12283.16240909676,0.3015981735159817,"{""regulated_utility"": 0.006031963470319939}",0.0,33546.03421855781,0.0,1,387.9139891997911,131.7578125,5
0.5,1,capacity_both,20260715,proportional,680.7822918132857,0.20333778812212955,1.0,"{""regulated_utility"": 1.0}",0.6475484299777803,3.306753552271309,19.305269318743846,0.7342810930826043,11819.711792210199,0.2993150684931507,"{""regulated_utility"": 0.00598630136986331}",0.0,32238.19546247067,0.0,1,444.83437409996986,131.69140625,5
0.5,1,capacity_both,20260714,proportional,715.1473910489954,0.20301644016961098,1.0,"{""regulated_utility"": 1.0}",0.6092924225556448,3.227286205861429,19.285599855820184,0.7367804636352361,11982.377840849766,0.3,"{""regulated_utility"": 0.0060000000000002985}",0.0,33142.671201378675,0.0,1,454.523776399903,131.8515625,5
