deferrable_fraction,response_reference_eur_per_kwh,payback_cap_fraction,ablation,seed,k,broker_count,avg_cost_per_agent_eur,avg_cost_per_kwh_eur,load_concentration_hhi,broker_load_share_json,feeder_coefficient_of_variation,feeder_peak_to_average_ratio,feeder_mean_hourly_ramp_kwh,prosumer_self_sufficiency,total_capacity_charge_eur,capacity_fire_rate,mean_broker_surcharge_json,broker_load_share_gini,total_deferred_kwh,switching_rate,n_brokers,row_provenance,run_wallclock_sec,peak_rss_mb
0.05,0.0125,0.25,capacity_both,20260727,1.0,3,641.4610531937398,0.18570331099988224,0.3557018876580293,"{""premium_green"": 0.2125824965988435, ""regulated_utility"": 0.40947909517459347, ""volatile_low_cost"": 0.37793840822656305}",0.65072196327373,3.347019158676255,19.74900896746544,0.7366060242675221,5764.516837695891,0.17876712328767122,"{""premium_green"": 0.003782736877268643, ""regulated_utility"": 0.0073544318002426645, ""volatile_low_cost"": 0.006739543651256012}",0.13126439905050002,13079.338702988034,0.01,3,direct,402.87933299993165,129.64453125
0.05,0.0125,0.25,capacity_both,20260726,1.0,3,640.3963882114781,0.18825625515757544,0.341211739499219,"{""premium_green"": 0.26177615179454145, ""regulated_utility"": 0.3790557870649337, ""volatile_low_cost"": 0.35916806114052485}",0.6728897988994179,3.4071871957486035,20.08229924159977,0.7373305643192193,5633.742568929675,0.17785388127853882,"{""premium_green"": 0.004655799252852493, ""regulated_utility"": 0.006748929195172972, ""volatile_low_cost"": 0.006380659679828424}",0.07818642351359495,13015.265213701812,0.01,3,direct,410.80011359998025,129.75390625
0.05,0.0125,0.25,capacity_both,20260728,1.0,3,651.1845423229751,0.18295359135115477,0.35713189789206745,"{""premium_green"": 0.20837301459726398, ""regulated_utility"": 0.3821032288307487, ""volatile_low_cost"": 0.40952375657198736}",0.6420000272439352,3.3060839836842626,20.064504112685825,0.7225526707861695,6027.684936353929,0.17682648401826484,"{""premium_green"": 0.0036705281779567827, ""regulated_utility"": 0.006768491576567387, ""volatile_low_cost"": 0.007243628647302301}",0.13410049464981588,13189.274242148218,0.0,3,direct,415.55725110007916,129.68359375
0.05,0.0125,0.25,capacity_both,20260729,1.0,3,618.5320626525972,0.18156488571250984,0.3598181995446354,"{""premium_green"": 0.2063593341982152, ""regulated_utility"": 0.3628993104608586, ""volatile_low_cost"": 0.4307413553409262}",0.6450703501899561,3.300307488579736,19.359516484058172,0.7111031551743494,5821.86178028769,0.17876712328767122,"{""premium_green"": 0.0036788433105163047, ""regulated_utility"": 0.0064656317838868325, ""volatile_low_cost"": 0.0077322372343640745}",0.14958801409514066,12675.45678974251,0.0,3,direct,408.59788930008654,129.81640625
0.05,0.0125,0.25,capacity_both,20260722,1.0,3,664.3954274070987,0.18597779679868434,0.3765550638549953,"{""premium_green"": 0.16990944556493046, ""regulated_utility"": 0.4547987668860699, ""volatile_low_cost"": 0.3752917875489996}",0.6460691681306522,3.306771004437908,20.26838296832631,0.7187853308304977,6007.622605391718,0.17796803652968038,"{""premium_green"": 0.003007494376982137, ""regulated_utility"": 0.008135128905099894, ""volatile_low_cost"": 0.006654180370885903}",0.18992621421409295,13272.81480311599,0.0,3,direct,441.96125870000105,129.70703125
0.05,0.0125,0.25,capacity_both,20260723,1.0,3,637.45833480315,0.18180748996213464,0.3642429085153862,"{""premium_green"": 0.1899358416668452, ""regulated_utility"": 0.3993174375464897, ""volatile_low_cost"": 0.41074672078666513}",0.6259338958815324,3.2662404863606125,19.47013956145168,0.7322954251994267,5858.337065321085,0.18287671232876712,"{""premium_green"": 0.003472373274908566, ""regulated_utility"": 0.007272220164683923, ""volatile_low_cost"": 0.007543077793284277}",0.14720725274654667,13162.272247658871,0.005,3,direct,435.2232709999662,129.48828125
0.05,0.0125,0.25,capacity_both,20260730,1.0,3,619.454348658039,0.1882833011523898,0.34842952739891053,"{""premium_green"": 0.2360343858107877, ""regulated_utility"": 0.4031436941516806, ""volatile_low_cost"": 0.3608219200375317}",0.690774054297333,3.4249231643407927,19.977616990127494,0.7623235912204853,5484.167700832562,0.17705479452054795,"{""premium_green"": 0.004160299075123761, ""regulated_utility"": 0.007171361449137125, ""volatile_low_cost"": 0.006373818927793844}",0.11140620556059555,12680.574786712856,0.01,3,direct,393.06801390007604,129.84375
0.05,0.0125,0.25,capacity_both,20260731,1.0,3,619.8955577018522,0.18115710385891526,0.3635068454159562,"{""premium_green"": 0.21301830776072644, ""regulated_utility"": 0.3284525727153666, ""volatile_low_cost"": 0.45852911952390707}",0.6690359357098654,3.344711515092329,20.348243445561252,0.7743278394550968,5766.805345174242,0.18070776255707763,"{""premium_green"": 0.003857075330364967, ""regulated_utility"": 0.005906334637284387, ""volatile_low_cost"": 0.008307366288058423}",0.16367387450878712,13117.141895022403,0.0,3,direct,393.85859139997046,129.56640625
0.05,0.0125,0.25,capacity_both,20260732,1.0,3,603.7361402762632,0.17981305401130063,0.36086735737850545,"{""premium_green"": 0.19956515997562002, ""regulated_utility"": 0.3816010597344241, ""volatile_low_cost"": 0.418833780289956}",0.6923981028934677,3.4057051769498017,20.55493786998338,0.7594038361228889,5619.406266679186,0.1791095890410959,"{""premium_green"": 0.003534187289220803, ""regulated_utility"": 0.0068584046794194645, ""volatile_low_cost"": 0.007518366935469374}",0.14617908020955772,12991.491449249468,0.01,3,direct,345.7750048999442,129.6875
0.05,0.0125,0.25,capacity_both,20260733,1.0,3,672.1279092805732,0.18792314824941117,0.3493522864178254,"{""premium_green"": 0.2333077165590784, ""regulated_utility"": 0.40583243830178833, ""volatile_low_cost"": 0.36085984513913333}",0.6428681431749961,3.3108786269960815,20.235472101247975,0.7228955780906956,5948.0696488316025,0.1780821917808219,"{""premium_green"": 0.004175248070902231, ""regulated_utility"": 0.007257940899412933, ""volatile_low_cost"": 0.0063750302077671805}",0.11501648116180685,13353.466358940683,0.02,3,direct,407.599001100054,129.73828125
0.05,0.0125,0.5,capacity_both,20260704,1.0,3,644.2165725836011,0.18790092886740567,0.3521575654406822,"{""premium_green"": 0.2213504212092904, ""regulated_utility"": 0.39196800672250925, ""volatile_low_cost"": 0.3866815720682004}",0.6499721782328586,3.3090705070414996,19.684466027745128,0.7259441101353868,5779.206691101144,0.17842465753424658,"{""premium_green"": 0.0039606414854643935, ""regulated_utility"": 0.007015561269057853, ""volatile_low_cost"": 0.006866262998902476}",0.11374505700881254,12755.402746281827,0.0,3,direct,395.48847669991665,129.4453125
0.05,0.0125,0.5,capacity_both,20260705,1.0,3,639.5231217811746,0.1802438263210232,0.37151928169912446,"{""premium_green"": 0.17463673449755493, ""regulated_utility"": 0.3983807124534723, ""volatile_low_cost"": 0.4269825530489727}",0.6565657761156476,3.343954696190351,20.605204434434615,0.7290360887607118,5809.317422990597,0.17945205479452056,"{""premium_green"": 0.003119709987323813, ""regulated_utility"": 0.007152328475907908, ""volatile_low_cost"": 0.007673167016220428}",0.16823054570094542,13385.752484296907,0.0,3,direct,384.15873830008786,129.78125
0.05,0.0125,0.5,capacity_both,20260706,1.0,3,621.1533764394152,0.18292779640445953,0.3512293598817252,"{""premium_green"": 0.22848967738767267, ""regulated_utility"": 0.35922462926933924, ""volatile_low_cost"": 0.4122856933429879}",0.6833305490759194,3.393693520233313,20.475594941831485,0.7656292216142772,5698.555001517319,0.1791095890410959,"{""premium_green"": 0.00408626622130427, ""regulated_utility"": 0.006438570381011594, ""volatile_low_cost"": 0.007386122301793698}",0.12253067730354372,13044.740130656704,0.015,3,direct,372.94015569996554,129.73828125
0.05,0.0125,0.5,capacity_both,20260713,1.0,3,617.0107077819041,0.181273427586562,0.3524204014680937,"{""premium_green"": 0.22998008286580868, ""regulated_utility"": 0.34586773991858205, ""volatile_low_cost"": 0.4241521772156092}",0.6816941065676763,3.3859213214284445,20.405445567369743,0.7492131300820556,5732.109788438918,0.17751141552511415,"{""premium_green"": 0.0040285500503369895, ""regulated_utility"": 0.006146145450133048, ""volatile_low_cost"": 0.007576446052041383}",0.1294480628998671,12948.844568518003,0.0,3,direct,359.3653970999876,129.60546875
0.05,0.0125,0.5,capacity_both,20260711,1.0,3,626.1456228524384,0.18012836134161822,0.3665909728864639,"{""premium_green"": 0.1868193160198268, ""regulated_utility"": 0.3835892153968423, ""volatile_low_cost"": 0.4295914685833308}",0.6555038981561141,3.3042328975980486,20.10399997144793,0.712507829605513,5877.473350698145,0.17648401826484017,"{""premium_green"": 0.0032725870618157795, ""regulated_utility"": 0.006801961908722897, ""volatile_low_cost"": 0.007573852855945216}",0.16184810170900255,12794.850619885932,0.01,3,direct,374.2106568000745,129.81640625
