k,broker_count,ablation,metric,metric_label,n_seeds,mean,std,ci95_lo,ci95_hi,ci95_halfwidth,vs_disabled_cohens_d_independent,vs_disabled_paired_dz,vs_disabled_paired_p,vs_disabled_paired_mean_diff,vs_disabled_paired_mean_pct_change,vs_disabled_degenerate_paired_diff,metric3_sign_convention,notes
0.5,5,capacity_both,load_concentration_hhi,Load concentration HHI,30,0.35413104958463776,0.00975675030147385,0.35048781914725097,0.35777428002202455,0.0036432304373867764,-0.10204454977812784,-0.6706360393108354,0.0009638776949149946,-0.0009912747831575068,-0.27930335714014265,False,,
0.5,5,capacity_disabled,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.510274647429343,0.04935961868500603,3.491843462904322,3.528705831954364,0.018431184525021026,,,,,,,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,reference arm (capacity_disabled); vs_disabled_* not applicable
0.5,5,capacity_pnl_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.510274647429343,0.04935961868500603,3.491843462904322,3.528705831954364,0.018431184525021026,0.0,0.0,1.0,0.0,0.0,True,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
0.5,5,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.1592143070339547,0.03149914946074706,3.147452331322651,3.1709762827452583,0.011761975711303546,-8.478916533173381,-7.3668133036549515,4.9522676691091774e-27,-0.35106034039538764,-9.988238621330645,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
0.5,5,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,3.1592143070339547,0.03149914946074706,3.147452331322651,3.1709762827452583,0.011761975711303546,-8.478916533173381,-7.3668133036549515,4.9522676691091774e-27,-0.35106034039538764,-9.988238621330645,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
0.5,5,capacity_disabled,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.6778785862268527,0.01716545254397187,0.6714689009067036,0.6842882715470018,0.006409685320149034,,,,,,,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,reference arm (capacity_disabled); vs_disabled_* not applicable
0.5,5,capacity_pnl_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.6778785862268527,0.01716545254397187,0.6714689009067036,0.6842882715470018,0.006409685320149034,0.0,0.0,1.0,0.0,0.0,True,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,"degenerate paired diff (sd(diff) < 1e-09, max abs diff 0.000e+00); d_z set to 0.0 and p set to 1.0 by convention, not computed from a zero-variance t-test"
0.5,5,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.5786964678837626,0.018555230810678953,0.5717678308300921,0.5856251049374331,0.006928637053670494,-5.549005570113691,-37.91892853877188,1.454083274563217e-47,-0.09918211834309014,-14.644902856273198,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
0.5,5,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,0.5786964678837626,0.018555230810678953,0.5717678308300921,0.5856251049374331,0.006928637053670494,-5.549005570113691,-37.91892853877188,1.454083274563217e-47,-0.09918211834309014,-14.644902856273198,False,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
0.5,5,capacity_disabled,prosumer_self_sufficiency,Prosumer self-sufficiency,30,0.7301095214489934,0.01925387782221007,0.7229200053137895,0.7372990375841973,0.00718951613520392,,,,,,,,reference arm (capacity_disabled); vs_disabled_* not applicable
