family_definition,family_key,family_size,n_families_in_definition,scope,source,k,broker_count,ablation,metric,test_id,is_headline_72,degenerate,p_uncorrected,p_holm,p_bh,survives_holm_alpha05,survives_bh_alpha05,alpha,n_headline_tests,n_headline_surviving_holm,n_headline_surviving_bh,worst_headline_p_uncorrected,worst_headline_p_holm,worst_headline_p_bh,bonferroni_alpha_over_family_size,notes
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,avg_cost_per_agent_eur,main|k=1.5|bc=2|capacity_both|avg_cost_per_agent_eur,True,False,2.351270622993304e-37,3.526905934489956e-35,1.3225897254337335e-36,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,feeder_coefficient_of_variation,main|k=1.5|bc=2|capacity_both|feeder_coefficient_of_variation,True,False,1.4620970896168403e-28,1.9299681582942293e-26,5.263549522620625e-28,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,feeder_peak_to_average_ratio,main|k=1.5|bc=2|capacity_both|feeder_peak_to_average_ratio,True,False,3.106948240442157e-08,2.7341144515890985e-06,5.949475354038174e-08,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,load_concentration_hhi,main|k=1.5|bc=2|capacity_both|load_concentration_hhi,False,False,1.86893902717656e-06,0.0001495151221741248,3.2981276950174586e-06,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_both,prosumer_self_sufficiency,main|k=1.5|bc=2|capacity_both|prosumer_self_sufficiency,False,False,3.169001578025514e-24,3.4859017358280655e-22,7.922503945063785e-24,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,2.0,capacity_pnl_only,avg_cost_per_agent_eur,main|k=1.5|bc=2|capacity_pnl_only|avg_cost_per_agent_eur,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,2.0,capacity_pnl_only,feeder_coefficient_of_variation,main|k=1.5|bc=2|capacity_pnl_only|feeder_coefficient_of_variation,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,2.0,capacity_pnl_only,feeder_peak_to_average_ratio,main|k=1.5|bc=2|capacity_pnl_only|feeder_peak_to_average_ratio,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,2.0,capacity_pnl_only,load_concentration_hhi,main|k=1.5|bc=2|capacity_pnl_only|load_concentration_hhi,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,2.0,capacity_pnl_only,prosumer_self_sufficiency,main|k=1.5|bc=2|capacity_pnl_only|prosumer_self_sufficiency,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1.5|bc=2|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.351270622993304e-37,3.526905934489956e-35,1.3225897254337335e-36,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1.5|bc=2|capacity_pricing_only|feeder_coefficient_of_variation,True,False,1.4620970896168403e-28,1.9299681582942293e-26,5.263549522620625e-28,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1.5|bc=2|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,3.106948240442157e-08,2.7341144515890985e-06,5.949475354038174e-08,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,load_concentration_hhi,main|k=1.5|bc=2|capacity_pricing_only|load_concentration_hhi,False,False,1.86893902717656e-06,0.0001495151221741248,3.2981276950174586e-06,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,2.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1.5|bc=2|capacity_pricing_only|prosumer_self_sufficiency,False,False,3.169001578025514e-24,3.4859017358280655e-22,7.922503945063785e-24,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,avg_cost_per_agent_eur,main|k=1.5|bc=3|capacity_both|avg_cost_per_agent_eur,True,False,9.882003392187015e-41,1.6008845495342964e-38,8.893803052968314e-40,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,feeder_coefficient_of_variation,main|k=1.5|bc=3|capacity_both|feeder_coefficient_of_variation,True,False,1.9225925003052463e-33,2.691629500427345e-31,8.239682144165342e-33,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,feeder_peak_to_average_ratio,main|k=1.5|bc=3|capacity_both|feeder_peak_to_average_ratio,True,False,1.1380814088565952e-25,1.3656976906279142e-23,3.3041073160352765e-25,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,load_concentration_hhi,main|k=1.5|bc=3|capacity_both|load_concentration_hhi,False,False,0.2720285609725151,1.0,0.42211328426769584,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_both,prosumer_self_sufficiency,main|k=1.5|bc=3|capacity_both|prosumer_self_sufficiency,False,False,3.802367267776946e-24,4.1065566491991018e-22,9.249001462160138e-24,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,3.0,capacity_pnl_only,avg_cost_per_agent_eur,main|k=1.5|bc=3|capacity_pnl_only|avg_cost_per_agent_eur,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,3.0,capacity_pnl_only,feeder_coefficient_of_variation,main|k=1.5|bc=3|capacity_pnl_only|feeder_coefficient_of_variation,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,3.0,capacity_pnl_only,feeder_peak_to_average_ratio,main|k=1.5|bc=3|capacity_pnl_only|feeder_peak_to_average_ratio,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,3.0,capacity_pnl_only,load_concentration_hhi,main|k=1.5|bc=3|capacity_pnl_only|load_concentration_hhi,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,3.0,capacity_pnl_only,prosumer_self_sufficiency,main|k=1.5|bc=3|capacity_pnl_only|prosumer_self_sufficiency,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1.5|bc=3|capacity_pricing_only|avg_cost_per_agent_eur,True,False,9.882003392187015e-41,1.6008845495342964e-38,8.893803052968314e-40,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1.5|bc=3|capacity_pricing_only|feeder_coefficient_of_variation,True,False,1.9225925003052463e-33,2.691629500427345e-31,8.239682144165342e-33,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1.5|bc=3|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.1380814088565952e-25,1.3656976906279142e-23,3.3041073160352765e-25,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,load_concentration_hhi,main|k=1.5|bc=3|capacity_pricing_only|load_concentration_hhi,False,False,0.2720285609725151,1.0,0.42211328426769584,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,3.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1.5|bc=3|capacity_pricing_only|prosumer_self_sufficiency,False,False,3.802367267776946e-24,4.1065566491991018e-22,9.249001462160138e-24,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,avg_cost_per_agent_eur,main|k=1.5|bc=5|capacity_both|avg_cost_per_agent_eur,True,False,2.0303347991860886e-40,3.2485356786977416e-38,1.6611830175158905e-39,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,feeder_coefficient_of_variation,main|k=1.5|bc=5|capacity_both|feeder_coefficient_of_variation,True,False,2.3999984788482108e-36,3.5039977791183878e-34,1.1999992394241054e-35,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,feeder_peak_to_average_ratio,main|k=1.5|bc=5|capacity_both|feeder_peak_to_average_ratio,True,False,1.7548844928304955e-27,2.246252150823034e-25,5.849614976101652e-27,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,load_concentration_hhi,main|k=1.5|bc=5|capacity_both|load_concentration_hhi,False,False,0.2096256245132655,1.0,0.33098782817884026,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_both,prosumer_self_sufficiency,main|k=1.5|bc=5|capacity_both|prosumer_self_sufficiency,False,False,9.246187653664663e-24,9.800958912884544e-22,2.1898865495521568e-23,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,5.0,capacity_pnl_only,avg_cost_per_agent_eur,main|k=1.5|bc=5|capacity_pnl_only|avg_cost_per_agent_eur,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,5.0,capacity_pnl_only,feeder_coefficient_of_variation,main|k=1.5|bc=5|capacity_pnl_only|feeder_coefficient_of_variation,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,5.0,capacity_pnl_only,feeder_peak_to_average_ratio,main|k=1.5|bc=5|capacity_pnl_only|feeder_peak_to_average_ratio,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,5.0,capacity_pnl_only,load_concentration_hhi,main|k=1.5|bc=5|capacity_pnl_only|load_concentration_hhi,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.5,5.0,capacity_pnl_only,prosumer_self_sufficiency,main|k=1.5|bc=5|capacity_pnl_only|prosumer_self_sufficiency,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1.5|bc=5|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.0303347991860886e-40,3.2485356786977416e-38,1.6611830175158905e-39,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1.5|bc=5|capacity_pricing_only|feeder_coefficient_of_variation,True,False,2.3999984788482108e-36,3.5039977791183878e-34,1.1999992394241054e-35,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1.5|bc=5|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.7548844928304955e-27,2.246252150823034e-25,5.849614976101652e-27,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,load_concentration_hhi,main|k=1.5|bc=5|capacity_pricing_only|load_concentration_hhi,False,False,0.2096256245132655,1.0,0.33098782817884026,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.5,5.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1.5|bc=5|capacity_pricing_only|prosumer_self_sufficiency,False,False,9.246187653664663e-24,9.800958912884544e-22,2.1898865495521568e-23,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,avg_cost_per_agent_eur,main|k=1|bc=2|capacity_both|avg_cost_per_agent_eur,True,False,2.957096119029785e-38,4.6130699456864644e-36,2.0472203900975437e-37,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,feeder_coefficient_of_variation,main|k=1|bc=2|capacity_both|feeder_coefficient_of_variation,True,False,2.28274367840728e-37,3.4697703911790653e-35,1.3225897254337335e-36,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,feeder_peak_to_average_ratio,main|k=1|bc=2|capacity_both|feeder_peak_to_average_ratio,True,False,1.847269666872416e-11,1.6625427001851745e-09,3.6142232612721185e-11,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,load_concentration_hhi,main|k=1|bc=2|capacity_both|load_concentration_hhi,False,False,1.515297285283546e-06,0.00012425437739325078,2.727535113510383e-06,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_both,prosumer_self_sufficiency,main|k=1|bc=2|capacity_both|prosumer_self_sufficiency,False,False,2.250437665631186e-25,2.655516445444799e-23,6.3293559345877105e-25,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.0,2.0,capacity_pnl_only,avg_cost_per_agent_eur,main|k=1|bc=2|capacity_pnl_only|avg_cost_per_agent_eur,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.0,2.0,capacity_pnl_only,feeder_coefficient_of_variation,main|k=1|bc=2|capacity_pnl_only|feeder_coefficient_of_variation,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.0,2.0,capacity_pnl_only,feeder_peak_to_average_ratio,main|k=1|bc=2|capacity_pnl_only|feeder_peak_to_average_ratio,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.0,2.0,capacity_pnl_only,load_concentration_hhi,main|k=1|bc=2|capacity_pnl_only|load_concentration_hhi,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_degenerate,1.0,2.0,capacity_pnl_only,prosumer_self_sufficiency,main|k=1|bc=2|capacity_pnl_only|prosumer_self_sufficiency,False,True,1.0,1.0,1.0,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,avg_cost_per_agent_eur,main|k=1|bc=2|capacity_pricing_only|avg_cost_per_agent_eur,True,False,2.957096119029785e-38,4.6130699456864644e-36,2.0472203900975437e-37,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,feeder_coefficient_of_variation,main|k=1|bc=2|capacity_pricing_only|feeder_coefficient_of_variation,True,False,2.28274367840728e-37,3.4697703911790653e-35,1.3225897254337335e-36,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,feeder_peak_to_average_ratio,main|k=1|bc=2|capacity_pricing_only|feeder_peak_to_average_ratio,True,False,1.847269666872416e-11,1.6625427001851745e-09,3.6142232612721185e-11,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,load_concentration_hhi,main|k=1|bc=2|capacity_pricing_only|load_concentration_hhi,False,False,1.515297285283546e-06,0.00012425437739325078,2.727535113510383e-06,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,2.0,capacity_pricing_only,prosumer_self_sufficiency,main|k=1|bc=2|capacity_pricing_only|prosumer_self_sufficiency,False,False,2.250437665631186e-25,2.655516445444799e-23,6.3293559345877105e-25,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,avg_cost_per_agent_eur,main|k=1|bc=3|capacity_both|avg_cost_per_agent_eur,True,False,2.807093004138459e-45,4.884341827200919e-43,6.315959259311533e-44,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,feeder_coefficient_of_variation,main|k=1|bc=3|capacity_both|feeder_coefficient_of_variation,True,False,7.431718354126906e-41,1.2188018100768126e-38,7.431718354126905e-40,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,feeder_peak_to_average_ratio,main|k=1|bc=3|capacity_both|feeder_peak_to_average_ratio,True,False,1.2806412764261617e-23,1.3318669274832082e-21,2.9553260225219117e-23,True,True,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
F2_main_sweep_with_degenerates_180,main_sweep_with_degenerates_180,180,1,main_sweep,main_sweep_real,1.0,3.0,capacity_both,load_concentration_hhi,main|k=1|bc=3|capacity_both|load_concentration_hhi,False,False,0.0860507653963432,1.0,0.14081034337583434,False,False,0.05,,,,,,,0.0002777777777777778,F1 plus the 60 capacity_pnl_only deterministic identities (p=1.0 by convention) folded back into the correction budget
