scope,k,broker_count,ablation,metric,metric_label,n_seeds,paired_mean_diff,paired_mean_pct_change,paired_dz,p_uncorrected,p_holm,p_bh,survives_holm_alpha05,survives_bh_alpha05,ci95_t_lo,ci95_t_hi,ci95_boot_lo,ci95_boot_hi,ci_disagreement_flag,ci_disagreement_detail,ci_width_ratio,degenerate,correction_family,correction_family_size,family_size_primary,family_size_alternative,family_size_monopoly_secondary,bootstrap_seed,n_bootstrap,alpha,metric3_sign_convention,notes
main_sweep,1.0,5,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,-0.35151716532365884,-10.001254047437907,-7.376178594847745,4.77610362698723e-27,3.1522283938115715e-25,1.0234507772115492e-26,True,True,-0.36931210683976445,-0.33372222380755323,-0.36804751801055086,-0.334866886421283,False,,1.0726101742958567,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.0,5,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.048393715691592204,-7.1485323746789176,-25.12591387018377,2.1910500144425977e-42,2.3225130153091534e-40,1.6432875108319483e-41,True,True,-0.049112913827553784,-0.047674517555630624,-0.04908763366399973,-0.0477401140512493,False,,1.067439952868098,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.0,5,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.0009716858088204476,-0.13340350462548947,-5.230912545125337,8.001620655355813e-23,3.3606806752494412e-21,1.2002430983033719e-22,True,True,-0.0010410491256192412,-0.0009023224920216539,-0.0010366167811592078,-0.000906382731530261,False,,1.0652101657964024,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.0,5,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,35.213524072029756,5.872714462902761,27.760494033413657,1.2203451354356745e-43,1.3179727462705284e-41,1.046010116087721e-42,True,True,34.73986730030414,35.68718084375537,34.75786423992643,35.65308407541135,False,,1.0581909670690988,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.0,5,capacity_both,load_concentration_hhi,Load concentration HHI,30,-0.0004420988673950632,-0.12331370763464057,-0.3648628228469143,0.0551220049087091,0.7717080687219274,0.06124667212078789,False,False,-0.0008945495414621927,1.0351806672066353e-05,-0.0009295246315038282,-6.758343544318091e-05,True,"zero-exclusion disagreement (t excludes zero=False, bootstrap excludes zero=True)",1.0498411634923053,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.0,5,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,-0.35151716532365884,-10.001254047437907,-7.376178594847745,4.77610362698723e-27,3.1522283938115715e-25,1.0234507772115492e-26,True,True,-0.36931210683976445,-0.33372222380755323,-0.36810094617001915,-0.3349331725195881,False,,1.0730259862271065,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.0,5,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.048393715691592204,-7.1485323746789176,-25.12591387018377,2.1910500144425977e-42,2.3225130153091534e-40,1.6432875108319483e-41,True,True,-0.049112913827553784,-0.047674517555630624,-0.049071595264717605,-0.04773509722008621,False,,1.0762427058543647,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.0,5,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.0009716858088204476,-0.13340350462548947,-5.230912545125337,8.001620655355813e-23,3.3606806752494412e-21,1.2002430983033719e-22,True,True,-0.0010410491256192412,-0.0009023224920216539,-0.0010385212407288686,-0.000906002706266752,False,,1.0468470252909825,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,2,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,22.884430901805423,4.368664279602,16.836713008546727,2.351270622993304e-37,2.1161435606939737e-35,8.817264836224891e-37,True,True,22.376897933190165,23.391963870420682,22.420994033820264,23.369192568668907,False,,1.0705204658352985,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,2,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,-0.000564132358117464,-0.10595489198925921,-1.084813129768491,1.8689390271765596e-06,3.737878054353119e-05,2.1987517966783053e-06,True,True,-0.0007583137140435615,-0.00036995100219136654,-0.00075844435465328,-0.0003957317574088275,False,,1.0707174628138307,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,2,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.07584922774175287,2.169931609863904,1.364070656224394,3.106948240442157e-08,8.69945507323804e-07,3.9663169026921156e-08,True,True,0.0550859579082626,0.09661249757524315,0.05645776487034499,0.0953059649144762,False,,1.0689437250582208,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,2,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.008846768689557945,-1.3082510660930298,-8.333698211182424,1.4620970896168403e-28,1.052709904524125e-26,3.5090330150804168e-28,True,True,-0.009243163859559145,-0.008450373519556745,-0.009228746111617,-0.008486338906773895,False,,1.0678645557729227,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,2,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.00022992330880796663,-0.03154768386211017,-5.866872792370263,3.169001578025514e-24,1.5845007890127571e-22,5.28166929670919e-24,True,True,-0.00024455713120893544,-0.00021528948640699781,-0.00024331539998790814,-0.00021588276715939623,False,,1.0668915734372575,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,2,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,22.884430901805423,4.368664279602,16.836713008546727,2.351270622993304e-37,2.1161435606939737e-35,8.817264836224891e-37,True,True,22.376897933190165,23.391963870420682,22.41604529740289,23.36982369682663,False,,1.0642576282329377,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,2,capacity_both,load_concentration_hhi,Load concentration HHI,30,-0.000564132358117464,-0.10595489198925921,-1.084813129768491,1.8689390271765596e-06,3.737878054353119e-05,2.1987517966783053e-06,True,True,-0.0007583137140435615,-0.00036995100219136654,-0.0007600060948838442,-0.0003943703942482318,False,,1.0621575277716986,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,2,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.07584922774175287,2.169931609863904,1.364070656224394,3.106948240442157e-08,8.69945507323804e-07,3.9663169026921156e-08,True,True,0.0550859579082626,0.09661249757524315,0.056349501999474055,0.09520626218057139,False,,1.0687082369564609,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,2,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.008846768689557945,-1.3082510660930298,-8.333698211182424,1.4620970896168403e-28,1.052709904524125e-26,3.5090330150804168e-28,True,True,-0.009243163859559145,-0.008450373519556745,-0.009224859771958912,-0.008487448218071425,False,,1.075098885856842,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,2,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.00022992330880796663,-0.03154768386211017,-5.866872792370263,3.169001578025514e-24,1.5845007890127571e-22,5.28166929670919e-24,True,True,-0.00024455713120893544,-0.00021528948640699781,-0.00024358271628924198,-0.00021573095567229946,False,,1.0508364338064073,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,3,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,17.432377945105905,2.914190947815344,22.028455968813276,9.882003392187017e-41,1.0079643460030757e-38,5.92920203531221e-40,True,True,17.136880298234754,17.727875591977057,17.149448344697674,17.710614286373353,False,,1.0531560272128273,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,3,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,1.7602814332136803e-05,0.004706729441230674,0.2044288970756214,0.27202856097251515,1.0,0.28140885617846395,False,False,-1.4550168880416861e-05,4.975579754469047e-05,1.6322938637649185e-06,4.9206007725584586e-05,True,"zero-exclusion disagreement (t excludes zero=False, bootstrap excludes zero=True)",1.3517121369142497,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,3,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,-0.2225227760448957,-6.33988230650515,-6.598287540373201,1.1380814088565952e-25,6.828488453139571e-24,2.2027382106901843e-25,True,True,-0.23511564497265885,-0.20992990711713255,-0.23445533518510722,-0.21050962319323435,False,,1.0517848817389224,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,3,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.012908334098746862,-1.9079817945659423,-12.323173180675925,1.9225925003052463e-33,1.538074000244197e-31,5.493121429443561e-33,True,True,-0.013299471275602761,-0.012517196921890962,-0.013267056768239366,-0.012530998045598301,False,,1.0627879673851393,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,3,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.00019422724729497575,-0.02661505537242357,-5.829125662914121,3.802367267776946e-24,1.825136288532934e-22,6.166000974773426e-24,True,True,-0.00020666918975077104,-0.00018178530483918046,-0.00020585642733467774,-0.000182422738472932,False,,1.0618850945064915,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,3,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,17.432377945105905,2.914190947815344,22.028455968813276,9.882003392187017e-41,1.0079643460030757e-38,5.92920203531221e-40,True,True,17.136880298234754,17.727875591977057,17.150254471106404,17.70788619228771,False,,1.0598308369013134,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,3,capacity_both,load_concentration_hhi,Load concentration HHI,30,1.7602814332136803e-05,0.004706729441230674,0.2044288970756214,0.27202856097251515,1.0,0.28140885617846395,False,False,-1.4550168880416861e-05,4.975579754469047e-05,1.6188328282999711e-06,4.9229096750562686e-05,True,"zero-exclusion disagreement (t excludes zero=False, bootstrap excludes zero=True)",1.3506744371361834,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,3,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,-0.2225227760448957,-6.33988230650515,-6.598287540373201,1.1380814088565952e-25,6.828488453139571e-24,2.2027382106901843e-25,True,True,-0.23511564497265885,-0.20992990711713255,-0.23421385184745744,-0.21047423453041503,False,,1.0609159161738355,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,3,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.012908334098746862,-1.9079817945659423,-12.323173180675925,1.9225925003052463e-33,1.538074000244197e-31,5.493121429443561e-33,True,True,-0.013299471275602761,-0.012517196921890962,-0.013279445734414336,-0.012536632255913954,False,,1.053123531483411,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,3,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.00019422724729497575,-0.02661505537242357,-5.829125662914121,3.802367267776946e-24,1.825136288532934e-22,6.166000974773426e-24,True,True,-0.00020666918975077104,-0.00018178530483918046,-0.000205862456192052,-0.00018233546425635915,False,,1.057673882815388,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,5,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,17.32339419620237,2.8885208091253025,21.487169217693918,2.0303347991860886e-40,2.0303347991860887e-38,1.1074553450105938e-39,True,True,17.022346550660725,17.624441841744012,17.035952826437978,17.59766232659519,False,,1.07189800228547,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,5,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,-2.387926418671767e-05,-0.006576493294984099,-0.23425631201289246,0.2096256245132655,1.0,0.22065855211922683,False,False,-6.194297189205183e-05,1.4184443518616488e-05,-6.570530228624818e-05,2.0610626438762507e-06,False,,1.1233805367775767,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,5,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,-0.23912318324615658,-6.805737032192769,-7.639663485854445,1.7548844928304955e-27,1.1933214551247368e-25,3.8997433174011014e-27,True,True,-0.2508108792069244,-0.22743548728538876,-0.2500977066212957,-0.2283286478312879,False,,1.0737897373985297,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,5,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.013029957260219901,-1.9257569899684885,-15.536129302104126,2.3999984788482108e-36,2.0639986918094613e-34,7.999994929494036e-36,True,True,-0.013343128315123706,-0.012716786205316096,-0.013331105040644319,-0.012737582173748981,False,,1.0552956671811924,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,5,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.00019574682485286785,-0.026880091477693404,-5.648308446543982,9.246187653664662e-24,4.253246320685745e-22,1.4599243663681044e-23,True,True,-0.00020868752494790198,-0.00018280612475783371,-0.00020771160188693555,-0.00018345527526344413,False,,1.066995864287341,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,5,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,17.32339419620237,2.8885208091253025,21.487169217693918,2.0303347991860886e-40,2.0303347991860887e-38,1.1074553450105938e-39,True,True,17.022346550660725,17.624441841744012,17.033434791292287,17.60731664722583,False,,1.049162444949317,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,5,capacity_both,load_concentration_hhi,Load concentration HHI,30,-2.387926418671767e-05,-0.006576493294984099,-0.23425631201289246,0.2096256245132655,1.0,0.22065855211922683,False,False,-6.194297189205183e-05,1.4184443518616488e-05,-6.569130243474826e-05,2.053628512231851e-06,False,,1.1237359658724677,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,1.5,5,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,-0.23912318324615658,-6.805737032192769,-7.639663485854445,1.7548844928304955e-27,1.1933214551247368e-25,3.8997433174011014e-27,True,True,-0.2508108792069244,-0.22743548728538876,-0.2503334061487012,-0.22830531528718298,False,,1.0611628610253776,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,5,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.013029957260219901,-1.9257569899684885,-15.536129302104126,2.3999984788482108e-36,2.0639986918094613e-34,7.999994929494036e-36,True,True,-0.013343128315123706,-0.012716786205316096,-0.013325250866196457,-0.012746821957810213,False,,1.082833345164298,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,1.5,5,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-0.00019574682485286785,-0.026880091477693404,-5.648308446543982,9.246187653664662e-24,4.253246320685745e-22,1.4599243663681044e-23,True,True,-0.00020868752494790198,-0.00018280612475783371,-0.00020792858423129417,-0.0001833937764768349,False,,1.0548849801101154,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,2,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,7.921281322474768,1.5106289118319982,13.534346672363927,1.287518887213371e-34,1.0557654875149641e-32,3.862556661640113e-34,True,True,7.702736967996313,8.139825676953222,7.722064395437083,8.122210569510008,False,,1.092322599284059,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,2,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,-0.00017650749431900777,-0.03344931605789293,-1.239888661119929,1.8657051289302783e-07,4.850833335218724e-06,2.3321314111628478e-07,True,True,-0.00022966467175700506,-0.0001233503168810105,-0.0002273783693943553,-0.00012820942999199625,False,,1.0720529584837482,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,2,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.49246730059068705,14.035929311646111,10.697536517276014,1.1298452442953065e-31,8.58682385664433e-30,2.9474223764225383e-31,True,True,0.4752773324240644,0.5096572687573098,0.4771600499821179,0.5092120873734689,False,,1.0726287353740127,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,2,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.0013094363074160158,-0.19349323342159855,-4.158719622922282,4.701348977102026e-20,1.8805395908408104e-18,6.880022893320037e-20,True,True,-0.001427008925244824,-0.0011918636895872077,-0.00141898506874715,-0.0011970929584836495,False,,1.0597277901335813,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,2,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-5.885830478374136e-05,-0.00808769468854505,-3.689671033883899,1.2381885027843419e-18,4.457478610023631e-17,1.7277048876060583e-18,True,True,-6.481494753145338e-05,-5.290166203602934e-05,-6.447128748619071e-05,-5.3282255073786036e-05,False,,1.0647288394853904,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,2,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,7.921281322474768,1.5106289118319982,13.534346672363927,1.287518887213371e-34,1.0557654875149641e-32,3.862556661640113e-34,True,True,7.702736967996313,8.139825676953222,7.712957452484274,8.126729773202916,False,,1.0563507684558784,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,2,capacity_both,load_concentration_hhi,Load concentration HHI,30,-0.00017650749431900777,-0.03344931605789293,-1.239888661119929,1.8657051289302783e-07,4.850833335218724e-06,2.3321314111628478e-07,True,True,-0.00022966467175700506,-0.0001233503168810105,-0.00022677907626044452,-0.00012777821182510004,False,,1.0738729957800155,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,2,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.49246730059068705,14.035929311646111,10.697536517276014,1.1298452442953065e-31,8.58682385664433e-30,2.9474223764225383e-31,True,True,0.4752773324240644,0.5096572687573098,0.47690896867579846,0.5089142990844612,False,,1.0741940762448727,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,2,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.0013094363074160158,-0.19349323342159855,-4.158719622922282,4.701348977102026e-20,1.8805395908408104e-18,6.880022893320037e-20,True,True,-0.001427008925244824,-0.0011918636895872077,-0.0014174889561659651,-0.0011968033288989755,False,,1.065521296378459,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,2,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-5.885830478374136e-05,-0.00808769468854505,-3.689671033883899,1.2381885027843419e-18,4.457478610023631e-17,1.7277048876060583e-18,True,True,-6.481494753145338e-05,-5.290166203602934e-05,-6.45711322830613e-05,-5.33817316804755e-05,False,,1.0646938043018108,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,3,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,5.648284496164161,0.9434181167681908,11.438772099902947,1.643048933355055e-32,1.2815781680169429e-30,4.4810425455137865e-32,True,True,5.463902459822933,5.832666532505389,5.476415324323855,5.827397095202437,False,,1.0506644597506045,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,3,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,-0.00012361188211338544,-0.03292653757191021,-0.18225866169550653,0.32640482987371766,1.0,0.33056451060152103,False,False,-0.00037686423746355596,0.00012964047323678506,-0.00037132102243133807,3.0164278552314664e-07,False,,1.362954303136406,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,3,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.3341815415660114,9.524439537178626,15.67918654403586,1.8416718523832237e-36,1.6206712300972367e-34,6.500018302529025e-36,True,True,0.32622287368094194,0.3421402094510808,0.3267318951994972,0.34166442248306517,False,,1.0659505566518936,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,3,capacity_pricing_only,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.002498928370838845,-0.36935954368006446,-8.224994115913637,2.1286960724814867e-28,1.4900872507370408e-26,4.912375551880354e-28,True,True,-0.0026123771071953567,-0.0023854796344823332,-0.0026086097256837605,-0.002394048491604602,False,,1.0574951886663437,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,3,capacity_pricing_only,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-2.230572188500757e-05,-0.0030649764350693808,-3.2124439673229865,5.123442512672816e-17,1.639501604055301e-15,6.831256683563754e-17,True,True,-2.489848101836675e-05,-1.9712962751648386e-05,-2.483505052796847e-05,-1.999181762404406e-05,False,,1.0706729099310106,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,3,capacity_both,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,5.648284496164161,0.9434181167681908,11.438772099902947,1.643048933355055e-32,1.2815781680169429e-30,4.4810425455137865e-32,True,True,5.463902459822933,5.832666532505389,5.479428565998201,5.819740439041303,False,,1.0836062503048491,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,3,capacity_both,load_concentration_hhi,Load concentration HHI,30,-0.00012361188211338544,-0.03292653757191021,-0.18225866169550653,0.32640482987371766,1.0,0.33056451060152103,False,False,-0.00037686423746355596,0.00012964047323678506,-0.0003713167759497672,2.9491505582693307e-07,False,,1.3629945530769543,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,3,capacity_both,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.3341815415660114,9.524439537178626,15.67918654403586,1.8416718523832237e-36,1.6206712300972367e-34,6.500018302529025e-36,True,True,0.32622287368094194,0.3421402094510808,0.32671155059633356,0.3416593977430563,False,,1.064858077146492,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,3,capacity_both,feeder_coefficient_of_variation,Feeder coefficient of variation,30,-0.002498928370838845,-0.36935954368006446,-8.224994115913637,2.1286960724814867e-28,1.4900872507370408e-26,4.912375551880354e-28,True,True,-0.0026123771071953567,-0.0023854796344823332,-0.002607810351008435,-0.0023943017731421485,False,,1.062708931793467,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
main_sweep,2.0,3,capacity_both,prosumer_self_sufficiency,Prosumer self-sufficiency,30,-2.230572188500757e-05,-0.0030649764350693808,-3.2124439673229865,5.123442512672816e-17,1.639501604055301e-15,6.831256683563754e-17,True,True,-2.489848101836675e-05,-1.9712962751648386e-05,-2.4955999112730257e-05,-2.0035914978525733e-05,False,,1.0539491043798495,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,5,capacity_pricing_only,avg_cost_per_agent_eur,Avg cost per agent (EUR/year),30,5.590516324385264,0.9319463321369663,13.877205074593284,6.255160963283861e-35,5.254335209158443e-33,1.97531398840543e-34,True,True,5.440087394932193,5.740945253838334,5.448597256566794,5.732791845865864,False,,1.0586333105361683,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,5,capacity_pricing_only,load_concentration_hhi,Load concentration HHI,30,-1.6458155550264086e-05,-0.004332484723407204,-0.1806718663421392,0.33056451060152103,1.0,0.33056451060152103,False,False,-5.047328146117976e-05,1.7556970360651585e-05,-4.97422757486525e-05,2.0701680843120592e-07,False,,1.3619862932810132,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,,
main_sweep,2.0,5,capacity_pricing_only,feeder_peak_to_average_ratio,Feeder peak-to-average ratio,30,0.32608425850757145,9.292168980195491,17.316042875375864,1.0444424207970283e-37,9.817758755492066e-36,4.476181803415835e-37,True,True,0.31905252128543204,0.33311599572971085,0.3195270462926479,0.33264242161460134,False,,1.0722891338640044,False,primary_main_sweep_real,120,120,180,8,20260704,10000,0.05,metric3 sign convention: negative (ablation - disabled) diff means IMPROVED stability (lower CoV / lower peak-to-average ratio); positive means worsened.,
