k,broker_count,ablation,seed,avg_cost_per_agent_eur,avg_cost_per_kwh_eur,load_concentration_hhi,broker_load_share_json,feeder_coefficient_of_variation,feeder_peak_to_average_ratio,feeder_mean_hourly_ramp_kwh,prosumer_self_sufficiency,total_capacity_charge_eur,capacity_fire_rate,mean_broker_surcharge_json,broker_load_share_gini,total_deferred_kwh,switching_rate,n_brokers,run_wallclock_sec,peak_rss_mb
1.0,3,capacity_pricing_only,20260705,561.6383814149154,0.17510730103935215,0.37164987577240927,"{""premium_green"": 0.17433115840061075, ""regulated_utility"": 0.3987986630881967, ""volatile_low_cost"": 0.4268701785111925}",0.7651415329868553,8.296303043814826,37.21739763096035,0.7725001977648683,8679.897430693574,0.14634703196347032,"{""premium_green"": 0.0025418705502657595, ""regulated_utility"": 0.005845989576710185, ""volatile_low_cost"": 0.006246843069371093}",0.16835934674038788,27613.951182479097,0.0,3,379.548266400001,132.44921875
1.0,3,capacity_pricing_only,20260706,545.909852467273,0.17812559493686472,0.35132662004086945,"{""premium_green"": 0.22836835425260227, ""regulated_utility"": 0.35873431204611966, ""volatile_low_cost"": 0.4128973337012781}",0.7900140876948926,8.645263134624292,36.180112234545135,0.8110904456818634,8401.459756046906,0.14509132420091325,"{""premium_green"": 0.003342985317832142, ""regulated_utility"": 0.005140809793994181, ""volatile_low_cost"": 0.006025337308264984}",0.1230193196324505,25147.09611004707,0.01,3,361.9073303999612,132.171875
1.0,3,capacity_pricing_only,20260707,562.7925179881463,0.17941839167451926,0.3463130508058709,"{""premium_green"": 0.24069518499150444, ""regulated_utility"": 0.3723388009987852, ""volatile_low_cost"": 0.38696601400971037}",0.7645033333161189,8.597771306233975,36.06668250063293,0.7850583797174586,8511.99990421066,0.1461187214611872,"{""premium_green"": 0.003510092726380985, ""regulated_utility"": 0.005407108429285577, ""volatile_low_cost"": 0.005694670990452154}",0.0975138860121374,24931.57473986209,0.01,3,392.7799007999711,132.22265625
1.0,3,capacity_pricing_only,20260711,552.4850084034813,0.1756002590266125,0.3671174431029556,"{""premium_green"": 0.18542199665783649, ""regulated_utility"": 0.3852950878092413, ""volatile_low_cost"": 0.429282915532922}",0.7607366228872112,8.504060489712348,36.34269030202051,0.7589317869674116,8528.362094752858,0.14600456621004565,"{""premium_green"": 0.002668140323128274, ""regulated_utility"": 0.005666486681430222, ""volatile_low_cost"": 0.006265829616446066}",0.16257394591672392,26086.27894888868,0.01,3,361.71635949995834,132.52734375
1.0,3,capacity_pricing_only,20260709,584.7029621135944,0.18168049881977863,0.34910135479432747,"{""premium_green"": 0.23085571708573102, ""regulated_utility"": 0.3873586009766649, ""volatile_low_cost"": 0.381785681937604}",0.7553488909699899,8.400639572087398,36.64841409822558,0.7807518990023998,8693.712310481113,0.14623287671232876,"{""premium_green"": 0.003388125233438896, ""regulated_utility"": 0.005662382127735685, ""volatile_low_cost"": 0.0055727803100583}",0.10433525592728898,25743.86363133953,0.0,3,394.9923832999775,132.22265625
1.0,3,capacity_pricing_only,20260710,546.5837707505339,0.17666954729731413,0.3635278435831338,"{""premium_green"": 0.1953126773469869, ""regulated_utility"": 0.3738835310435258, ""volatile_low_cost"": 0.4308037916094872}",0.7760046440071467,8.368517164031232,36.150746888625555,0.8048135341667443,8420.558070502844,0.14600456621004565,"{""premium_green"": 0.0028462864320852486, ""regulated_utility"": 0.0054469627125559115, ""volatile_low_cost"": 0.006307207476363409}",0.1569940761750006,26406.93702627442,0.0,3,380.8359050999861,132.2109375
1.0,3,capacity_pricing_only,20260713,541.7939832004153,0.17631661846290458,0.35335836708609486,"{""premium_green"": 0.22761571247190757, ""regulated_utility"": 0.3458144846450405, ""volatile_low_cost"": 0.42656980288305196}",0.7890663609711377,8.57849317057918,36.265250852127295,0.7918681740579959,8443.8278098336,0.14360730593607307,"{""premium_green"": 0.0031877771306821233, ""regulated_utility"": 0.005023574488525846, ""volatile_low_cost"": 0.006149378974399336}",0.13263606027409636,24630.67314222008,0.0,3,345.43813629995566,132.42578125
1.0,3,capacity_pricing_only,20260708,569.741308791319,0.18468430237381223,0.37632318491309663,"{""premium_green"": 0.1902668471938726, ""regulated_utility"": 0.4832496817106634, ""volatile_low_cost"": 0.326483471095464}",0.763418187362676,8.44546995577178,35.71434325586507,0.7436125788538355,8365.801382728141,0.1454337899543379,"{""premium_green"": 0.0028014235215698367, ""regulated_utility"": 0.007037662466737884, ""volatile_low_cost"": 0.004704293007126076}",0.1953218896778608,26372.57953647669,0.01,3,479.9685973000014,132.3828125
1.0,3,capacity_pricing_only,20260712,539.8528551857814,0.17443714715840564,0.3879863396791538,"{""premium_green"": 0.14251587349160952, ""regulated_utility"": 0.4329877596133668, ""volatile_low_cost"": 0.4244963668950238}",0.788790826456001,8.421151325266628,36.97173809163109,0.7637853544810481,8461.865552422989,0.14417808219178083,"{""premium_green"": 0.002058693836673994, ""regulated_utility"": 0.006197125070719367, ""volatile_low_cost"": 0.0061619893117847244}",0.1936479240811717,27654.501832342798,0.0,3,439.97053720010445,132.09765625
1.0,3,capacity_pricing_only,20260714,544.2330632241369,0.17865473466693008,0.3554928184568973,"{""premium_green"": 0.2127490886756971, ""regulated_utility"": 0.380422330386577, ""volatile_low_cost"": 0.40682858093772584}",0.7646296108503573,8.3552338221745,35.084340790788275,0.7849685839190705,8262.955547569356,0.14554794520547945,"{""premium_green"": 0.00310808243427997, ""regulated_utility"": 0.005494409666590307, ""volatile_low_cost"": 0.005952302419677677}",0.12938632817468587,25088.310723187104,0.01,3,389.73655180004425,132.296875
1.0,3,capacity_pricing_only,20260715,541.5033450217529,0.18116692140785096,0.3617225775114452,"{""premium_green"": 0.19980422547047774, ""regulated_utility"": 0.42877026254251555, ""volatile_low_cost"": 0.3714255119870066}",0.7783171209299476,8.58713968041539,34.97922812565921,0.7494550472036845,8151.991986069046,0.1439497716894977,"{""premium_green"": 0.0028786402813112603, ""regulated_utility"": 0.006183327573401801, ""volatile_low_cost"": 0.00533300931423672}",0.1526440247146923,24966.605751343945,0.01,3,367.452393900021,132.37890625
1.0,3,capacity_pricing_only,20260716,579.6513786272586,0.18086017714291253,0.36265487322934226,"{""premium_green"": 0.1949914085815554, ""regulated_utility"": 0.4200229668912634, ""volatile_low_cost"": 0.38498562452718127}",0.7307062608310754,8.229717996958033,35.683411187917436,0.7475590663445063,8542.924360900912,0.1461187214611872,"{""premium_green"": 0.00286383086284716, ""regulated_utility"": 0.006150664042311089, ""volatile_low_cost"": 0.005597377240960487}",0.1500210388731389,26197.532532360725,0.02,3,382.2122675999999,132.078125
1.0,3,capacity_pricing_only,20260720,571.5364111711261,0.18045860704799974,0.3439220154137787,"{""premium_green"": 0.2639441403430072, ""regulated_utility"": 0.3270011585402738, ""volatile_low_cost"": 0.40905470111671904}",0.757785956542034,8.454232163851097,36.09180724855471,0.7810453102558077,8558.456958733692,0.14589041095890412,"{""premium_green"": 0.0038480910356301686, ""regulated_utility"": 0.004813652816550198, ""volatile_low_cost"": 0.005927297243710023}",0.09674037384914125,25114.56294150493,0.005,3,305.6689050999703,132.171875
1.0,3,capacity_pricing_only,20260718,577.7752961944551,0.17479831641791155,0.3597568727724672,"{""premium_green"": 0.23056839220881972, ""regulated_utility"": 0.3119745166075348, ""volatile_low_cost"": 0.4574570911836454}",0.7458259006011418,8.29067658432181,37.361285068125376,0.7684612234338463,8887.17175857642,0.146689497716895,"{""premium_green"": 0.00340706060396954, ""regulated_utility"": 0.004547604312727347, ""volatile_low_cost"": 0.006714284854992606}",0.15125913264988422,27305.63186187273,0.01,3,343.94339309993666,132.36328125
1.0,3,capacity_pricing_only,20260717,582.8160713456368,0.17703934656892611,0.3680555811234454,"{""premium_green"": 0.1811985394832788, ""regulated_utility"": 0.4109425701356035, ""volatile_low_cost"": 0.4078588903811178}",0.7315553284335661,8.253367443894911,36.77858966063307,0.7444194423050768,8802.554533894638,0.14589041095890412,"{""premium_green"": 0.002647995715475305, ""regulated_utility"": 0.006001452578965839, ""volatile_low_cost"": 0.005939592801449272}",0.1531626871015499,27024.708743638217,0.005,3,402.7792490000138,132.08203125
1.0,3,capacity_pricing_only,20260719,575.4380379960464,0.17957485891190528,0.3536843937346602,"{""premium_green"": 0.21688994883854745, ""regulated_utility"": 0.38905825642578756, ""volatile_low_cost"": 0.394051794735665}",0.7413309782332241,8.434185530189096,36.00710373957595,0.7509313138700255,8598.172753141398,0.1461187214611872,"{""premium_green"": 0.0031912445099758083, ""regulated_utility"": 0.005641537560311686, ""volatile_low_cost"": 0.005779090075831242}",0.11810789726474513,25610.117274692926,0.02,3,405.42950189998373,132.44921875
1.0,3,capacity_pricing_only,20260721,571.1555671075786,0.1784890641840399,0.35408177267428037,"{""premium_green"": 0.21719977607496493, ""regulated_utility"": 0.3753076500824479, ""volatile_low_cost"": 0.40749257384258714}",0.7727316540209458,8.538303414177365,37.311836413588104,0.7577280594375828,8716.245774166482,0.14463470319634703,"{""premium_green"": 0.0031147961315359978, ""regulated_utility"": 0.005432264016292988, ""volatile_low_cost"": 0.005916410171805732}",0.1268618651784148,25923.77660519784,0.005,3,354.08009509998374,132.22265625
1.0,3,capacity_pricing_only,20260724,566.3513571828872,0.18015275578340467,0.39070204533035097,"{""premium_green"": 0.14442872362904685, ""regulated_utility"": 0.4716107716463365, ""volatile_low_cost"": 0.3839605047246166}",0.7554130947725686,8.336050138209217,36.21131450247381,0.7447553553821747,8508.629597279833,0.14554794520547945,"{""premium_green"": 0.002115247246015455, ""regulated_utility"": 0.006882697053314068, ""volatile_low_cost"": 0.0055568502212184024}",0.21812136534485993,27928.679459167142,0.0,3,389.2460157999303,132.2109375
1.0,3,capacity_pricing_only,20260725,533.7894005341252,0.1723634628030043,0.3875520491587762,"{""premium_green"": 0.1480875886994769, ""regulated_utility"": 0.3889107135627285, ""volatile_low_cost"": 0.4630016977377946}",0.7791501356345402,8.368304697892764,36.75244297244932,0.7980821044783678,8390.008032676682,0.14680365296803652,"{""premium_green"": 0.0021767767153256946, ""regulated_utility"": 0.00569117941923613, ""volatile_low_cost"": 0.006812409162241814}",0.20994273935887864,27866.037337841783,0.0,3,366.49952610000037,132.42578125
1.0,3,capacity_pricing_only,20260723,561.5749356386611,0.17674151158592988,0.36439173385846246,"{""premium_green"": 0.18970434097060285, ""regulated_utility"": 0.39758246916541057, ""volatile_low_cost"": 0.4127131898639866}",0.7373850226619035,8.307298041037967,35.576239893637215,0.7774040110540892,8509.533132643095,0.146689497716895,"{""premium_green"": 0.002800414193176624, ""regulated_utility"": 0.005806434311189857, ""volatile_low_cost"": 0.006062101267323021}",0.14867256592892253,26231.370246056114,0.005,3,416.5988378999755,132.22265625
1.0,3,capacity_pricing_only,20260722,585.8078880926171,0.18118479845186558,0.37719240854140956,"{""premium_green"": 0.16905299336045745, ""regulated_utility"": 0.4565650478007876, ""volatile_low_cost"": 0.3743819588387549}",0.7546506325347587,8.491087334468167,37.12618718434369,0.762887611873021,8717.249767240424,0.1461187214611872,"{""premium_green"": 0.002468092860142852, ""regulated_utility"": 0.006745338880855201, ""volatile_low_cost"": 0.005398440405120641}",0.19167470296022016,27536.208059362645,0.0,3,425.308176200022,132.52734375
1.0,3,capacity_pricing_only,20260726,562.9879694198988,0.18344864651395834,0.341233222763808,"{""premium_green"": 0.2614018653659615, ""regulated_utility"": 0.3776262908808224, ""volatile_low_cost"": 0.3609718437532161}",0.7826647295437047,8.570826180951329,35.856285027473156,0.7809104280737097,8368.643677073114,0.14509132420091325,"{""premium_green"": 0.0037990161660228358, ""regulated_utility"": 0.005497638274048441, ""volatile_low_cost"": 0.005212477980020052}",0.07748295034324082,24582.622042099032,0.005,3,390.4212789000012,132.3828125
1.0,3,capacity_pricing_only,20260727,564.3249060012882,0.18074448956274253,0.35641665477169904,"{""premium_green"": 0.2106662818218551, ""regulated_utility"": 0.41067487502775485, ""volatile_low_cost"": 0.37865884315039006}",0.7610950478223208,8.476417610365907,35.79505634662335,0.7827894117361125,8441.437880440815,0.14554794520547945,"{""premium_green"": 0.0030536900504564914, ""regulated_utility"": 0.005989745736467119, ""volatile_low_cost"": 0.0055113587336243705}",0.13333906213726676,25482.09343184736,0.01,3,383.9377397999633,132.09765625
1.0,3,capacity_pricing_only,20260728,573.4715677977189,0.1780210893965562,0.35734375277298414,"{""premium_green"": 0.20786073914010256, ""regulated_utility"": 0.38200973001632355, ""volatile_low_cost"": 0.41012953084357384}",0.7514923282924584,8.449251289791308,36.59771388438599,0.7673907277377104,8693.903022719836,0.1461187214611872,"{""premium_green"": 0.0030293126844536805, ""regulated_utility"": 0.005587482565871137, ""volatile_low_cost"": 0.005995076895793904}",0.13484586113564756,26212.401255581444,0.0,3,395.9374884000281,132.296875
1.0,3,capacity_pricing_only,20260730,544.9772061655257,0.1837131491806588,0.3485755940242915,"{""premium_green"": 0.23570364537910776, ""regulated_utility"": 0.40388439979618374, ""volatile_low_cost"": 0.3604119548247085}",0.7993905602048622,8.57863025066786,35.31568723731097,0.8044980305926132,8140.914786905205,0.1449771689497717,"{""premium_green"": 0.003405724615397486, ""regulated_utility"": 0.005913281672885388, ""volatile_low_cost"": 0.005178710606694286}",0.11212050294471743,24464.60194095606,0.005,3,370.8632297000149,132.078125
1.0,3,capacity_pricing_only,20260729,543.5113304013315,0.17624745756633517,0.3600476260409751,"{""premium_green"": 0.2059977732394348, ""regulated_utility"": 0.36241227550589367, ""volatile_low_cost"": 0.43158995125467153}",0.7540364700681559,8.555142561338895,35.20927949455327,0.753947607307192,8343.930167494973,0.14634703196347032,"{""premium_green"": 0.003002301669417299, ""regulated_utility"": 0.005288148888780438, ""volatile_low_cost"": 0.0063442526381493015}",0.1503947853434915,25279.529070712804,0.0,3,396.96887199999765,132.37890625
1.0,3,capacity_pricing_only,20260732,528.0755724995507,0.17432533405996367,0.3615665733295253,"{""premium_green"": 0.19804721244778556, ""regulated_utility"": 0.38123129008172996, ""volatile_low_cost"": 0.42072149747048443}",0.80086773144332,8.482317631418198,36.32749589303575,0.8025509444397441,8341.692057403408,0.14349315068493151,"{""premium_green"": 0.0027789996495625915, ""regulated_utility"": 0.005497337838481516, ""volatile_low_cost"": 0.00607297758044906}",0.14844952334846595,25116.948537033804,0.01,3,342.68519490002654,132.36328125
1.0,3,capacity_pricing_only,20260731,544.1668867619118,0.17592147265172553,0.36368859419870847,"{""premium_green"": 0.2134945563899181, ""regulated_utility"": 0.32687026110782536, ""volatile_low_cost"": 0.4596351825022565}",0.777104308166418,8.478199443887004,36.19459270910564,0.8170918915269706,8455.091388681993,0.14554794520547945,"{""premium_green"": 0.0031397430290771725, ""regulated_utility"": 0.004724468113997612, ""volatile_low_cost"": 0.006690583377473172}",0.16409375074155896,25955.212670289995,0.0,3,382.2796373999445,132.171875
1.0,3,capacity_both,20260705,561.6383814149154,0.17510730103935215,0.37164987577240927,"{""premium_green"": 0.17433115840061075, ""regulated_utility"": 0.3987986630881967, ""volatile_low_cost"": 0.4268701785111925}",0.7651415329868553,8.296303043814826,37.21739763096035,0.7725001977648683,8679.897430693574,0.14634703196347032,"{""premium_green"": 0.0025418705502657595, ""regulated_utility"": 0.005845989576710185, ""volatile_low_cost"": 0.006246843069371093}",0.16835934674038788,27613.951182479097,0.0,3,366.0153725000564,132.22265625
1.0,3,capacity_pricing_only,20260733,593.613993709536,0.18340998675470033,0.34915325752047977,"{""premium_green"": 0.2341511957488816, ""regulated_utility"": 0.4059925572686861, ""volatile_low_cost"": 0.35985624698243235}",0.7540205388888815,8.437981160124714,36.8407549345317,0.7677361104963669,8709.195913965816,0.14600456621004565,"{""premium_green"": 0.0034486199017103995, ""regulated_utility"": 0.0059219406292763685, ""volatile_low_cost"": 0.0052298960900178226}",0.1145609076798697,26029.373583347726,0.02,3,393.1462886000518,132.08203125
1.0,3,capacity_both,20260704,570.4372115392462,0.18385042180857353,0.3521474150137667,"{""premium_green"": 0.22140768859832433, ""regulated_utility"": 0.3926915022525351, ""volatile_low_cost"": 0.3859008091491405}",0.7585970341734339,8.493399819306566,35.489227003834344,0.7667123179062673,8426.373908831807,0.14691780821917808,"{""premium_green"": 0.0033072267941322464, ""regulated_utility"": 0.005823278261758368, ""volatile_low_cost"": 0.005561275766027202}",0.11418920910280761,25181.56544556371,0.0,3,378.12283459992614,132.44921875
1.0,3,capacity_both,20260706,545.909852467273,0.17812559493686472,0.35132662004086945,"{""premium_green"": 0.22836835425260227, ""regulated_utility"": 0.35873431204611966, ""volatile_low_cost"": 0.4128973337012781}",0.7900140876948926,8.645263134624292,36.180112234545135,0.8110904456818634,8401.459756046906,0.14509132420091325,"{""premium_green"": 0.003342985317832142, ""regulated_utility"": 0.005140809793994181, ""volatile_low_cost"": 0.006025337308264984}",0.1230193196324505,25147.09611004707,0.01,3,346.43231399997603,132.2109375
1.0,3,capacity_both,20260707,562.7925179881463,0.17941839167451926,0.3463130508058709,"{""premium_green"": 0.24069518499150444, ""regulated_utility"": 0.3723388009987852, ""volatile_low_cost"": 0.38696601400971037}",0.7645033333161189,8.597771306233975,36.06668250063293,0.7850583797174586,8511.99990421066,0.1461187214611872,"{""premium_green"": 0.003510092726380985, ""regulated_utility"": 0.005407108429285577, ""volatile_low_cost"": 0.005694670990452154}",0.0975138860121374,24931.57473986209,0.01,3,395.8322850000113,132.42578125
1.0,3,capacity_both,20260709,584.7029621135944,0.18168049881977863,0.34910135479432747,"{""premium_green"": 0.23085571708573102, ""regulated_utility"": 0.3873586009766649, ""volatile_low_cost"": 0.381785681937604}",0.7553488909699899,8.400639572087398,36.64841409822558,0.7807518990023998,8693.712310481113,0.14623287671232876,"{""premium_green"": 0.003388125233438896, ""regulated_utility"": 0.005662382127735685, ""volatile_low_cost"": 0.0055727803100583}",0.10433525592728898,25743.86363133953,0.0,3,383.30779909994453,132.52734375
1.0,3,capacity_both,20260710,546.5837707505339,0.17666954729731413,0.3635278435831338,"{""premium_green"": 0.1953126773469869, ""regulated_utility"": 0.3738835310435258, ""volatile_low_cost"": 0.4308037916094872}",0.7760046440071467,8.368517164031232,36.150746888625555,0.8048135341667443,8420.558070502844,0.14600456621004565,"{""premium_green"": 0.0028462864320852486, ""regulated_utility"": 0.0054469627125559115, ""volatile_low_cost"": 0.006307207476363409}",0.1569940761750006,26406.93702627442,0.0,3,371.9087394999806,132.3828125
1.0,3,capacity_both,20260711,552.4850084034813,0.1756002590266125,0.3671174431029556,"{""premium_green"": 0.18542199665783649, ""regulated_utility"": 0.3852950878092413, ""volatile_low_cost"": 0.429282915532922}",0.7607366228872112,8.504060489712348,36.34269030202051,0.7589317869674116,8528.362094752858,0.14600456621004565,"{""premium_green"": 0.002668140323128274, ""regulated_utility"": 0.005666486681430222, ""volatile_low_cost"": 0.006265829616446066}",0.16257394591672392,26086.27894888868,0.01,3,352.63702440005727,132.09765625
1.0,3,capacity_both,20260708,569.741308791319,0.18468430237381223,0.37632318491309663,"{""premium_green"": 0.1902668471938726, ""regulated_utility"": 0.4832496817106634, ""volatile_low_cost"": 0.326483471095464}",0.763418187362676,8.44546995577178,35.71434325586507,0.7436125788538355,8365.801382728141,0.1454337899543379,"{""premium_green"": 0.0028014235215698367, ""regulated_utility"": 0.007037662466737884, ""volatile_low_cost"": 0.004704293007126076}",0.1953218896778608,26372.57953647669,0.01,3,468.9946584000718,132.22265625
1.0,3,capacity_both,20260713,541.7939832004153,0.17631661846290458,0.35335836708609486,"{""premium_green"": 0.22761571247190757, ""regulated_utility"": 0.3458144846450405, ""volatile_low_cost"": 0.42656980288305196}",0.7890663609711377,8.57849317057918,36.265250852127295,0.7918681740579959,8443.8278098336,0.14360730593607307,"{""premium_green"": 0.0031877771306821233, ""regulated_utility"": 0.005023574488525846, ""volatile_low_cost"": 0.006149378974399336}",0.13263606027409636,24630.67314222008,0.0,3,333.66375079995487,132.078125
1.0,3,capacity_both,20260715,541.5033450217529,0.18116692140785096,0.3617225775114452,"{""premium_green"": 0.19980422547047774, ""regulated_utility"": 0.42877026254251555, ""volatile_low_cost"": 0.3714255119870066}",0.7783171209299476,8.58713968041539,34.97922812565921,0.7494550472036845,8151.991986069046,0.1439497716894977,"{""premium_green"": 0.0028786402813112603, ""regulated_utility"": 0.006183327573401801, ""volatile_low_cost"": 0.00533300931423672}",0.1526440247146923,24966.605751343945,0.01,3,362.61787840002216,132.36328125
1.0,3,capacity_both,20260714,544.2330632241369,0.17865473466693008,0.3554928184568973,"{""premium_green"": 0.2127490886756971, ""regulated_utility"": 0.380422330386577, ""volatile_low_cost"": 0.40682858093772584}",0.7646296108503573,8.3552338221745,35.084340790788275,0.7849685839190705,8262.955547569356,0.14554794520547945,"{""premium_green"": 0.00310808243427997, ""regulated_utility"": 0.005494409666590307, ""volatile_low_cost"": 0.005952302419677677}",0.12938632817468587,25088.310723187104,0.01,3,387.42309479997493,132.37890625
1.0,3,capacity_both,20260712,539.8528551857814,0.17443714715840564,0.3879863396791538,"{""premium_green"": 0.14251587349160952, ""regulated_utility"": 0.4329877596133668, ""volatile_low_cost"": 0.4244963668950238}",0.788790826456001,8.421151325266628,36.97173809163109,0.7637853544810481,8461.865552422989,0.14417808219178083,"{""premium_green"": 0.002058693836673994, ""regulated_utility"": 0.006197125070719367, ""volatile_low_cost"": 0.0061619893117847244}",0.1936479240811717,27654.501832342798,0.0,3,434.83791200001724,132.296875
1.0,3,capacity_both,20260716,579.6513786272586,0.18086017714291253,0.36265487322934226,"{""premium_green"": 0.1949914085815554, ""regulated_utility"": 0.4200229668912634, ""volatile_low_cost"": 0.38498562452718127}",0.7307062608310754,8.229717996958033,35.683411187917436,0.7475590663445063,8542.924360900912,0.1461187214611872,"{""premium_green"": 0.00286383086284716, ""regulated_utility"": 0.006150664042311089, ""volatile_low_cost"": 0.005597377240960487}",0.1500210388731389,26197.532532360725,0.02,3,382.0116269000573,132.171875
1.0,3,capacity_both,20260718,577.7752961944551,0.17479831641791155,0.3597568727724672,"{""premium_green"": 0.23056839220881972, ""regulated_utility"": 0.3119745166075348, ""volatile_low_cost"": 0.4574570911836454}",0.7458259006011418,8.29067658432181,37.361285068125376,0.7684612234338463,8887.17175857642,0.146689497716895,"{""premium_green"": 0.00340706060396954, ""regulated_utility"": 0.004547604312727347, ""volatile_low_cost"": 0.006714284854992606}",0.15125913264988422,27305.63186187273,0.01,3,338.3072923000436,132.08203125
1.0,3,capacity_both,20260720,571.5364111711261,0.18045860704799974,0.3439220154137787,"{""premium_green"": 0.2639441403430072, ""regulated_utility"": 0.3270011585402738, ""volatile_low_cost"": 0.40905470111671904}",0.757785956542034,8.454232163851097,36.09180724855471,0.7810453102558077,8558.456958733692,0.14589041095890412,"{""premium_green"": 0.0038480910356301686, ""regulated_utility"": 0.004813652816550198, ""volatile_low_cost"": 0.005927297243710023}",0.09674037384914125,25114.56294150493,0.005,3,298.1558244000189,132.2109375
1.0,3,capacity_both,20260717,582.8160713456368,0.17703934656892611,0.3680555811234454,"{""premium_green"": 0.1811985394832788, ""regulated_utility"": 0.4109425701356035, ""volatile_low_cost"": 0.4078588903811178}",0.7315553284335661,8.253367443894911,36.77858966063307,0.7444194423050768,8802.554533894638,0.14589041095890412,"{""premium_green"": 0.002647995715475305, ""regulated_utility"": 0.006001452578965839, ""volatile_low_cost"": 0.005939592801449272}",0.1531626871015499,27024.708743638217,0.005,3,395.5470583999995,132.22265625
1.0,3,capacity_both,20260719,575.4380379960464,0.17957485891190528,0.3536843937346602,"{""premium_green"": 0.21688994883854745, ""regulated_utility"": 0.38905825642578756, ""volatile_low_cost"": 0.394051794735665}",0.7413309782332241,8.434185530189096,36.00710373957595,0.7509313138700255,8598.172753141398,0.1461187214611872,"{""premium_green"": 0.0031912445099758083, ""regulated_utility"": 0.005641537560311686, ""volatile_low_cost"": 0.005779090075831242}",0.11810789726474513,25610.117274692926,0.02,3,401.62484439997934,132.44921875
1.0,3,capacity_both,20260721,571.1555671075786,0.1784890641840399,0.35408177267428037,"{""premium_green"": 0.21719977607496493, ""regulated_utility"": 0.3753076500824479, ""volatile_low_cost"": 0.40749257384258714}",0.7727316540209458,8.538303414177365,37.311836413588104,0.7577280594375828,8716.245774166482,0.14463470319634703,"{""premium_green"": 0.0031147961315359978, ""regulated_utility"": 0.005432264016292988, ""volatile_low_cost"": 0.005916410171805732}",0.1268618651784148,25923.77660519784,0.005,3,353.484003999969,132.42578125
1.0,3,capacity_both,20260722,585.8078880926171,0.18118479845186558,0.37719240854140956,"{""premium_green"": 0.16905299336045745, ""regulated_utility"": 0.4565650478007876, ""volatile_low_cost"": 0.3743819588387549}",0.7546506325347587,8.491087334468167,37.12618718434369,0.762887611873021,8717.249767240424,0.1461187214611872,"{""premium_green"": 0.002468092860142852, ""regulated_utility"": 0.006745338880855201, ""volatile_low_cost"": 0.005398440405120641}",0.19167470296022016,27536.208059362645,0.0,3,413.29598589998204,132.52734375
1.0,3,capacity_both,20260724,566.3513571828872,0.18015275578340467,0.39070204533035097,"{""premium_green"": 0.14442872362904685, ""regulated_utility"": 0.4716107716463365, ""volatile_low_cost"": 0.3839605047246166}",0.7554130947725686,8.336050138209217,36.21131450247381,0.7447553553821747,8508.629597279833,0.14554794520547945,"{""premium_green"": 0.002115247246015455, ""regulated_utility"": 0.006882697053314068, ""volatile_low_cost"": 0.0055568502212184024}",0.21812136534485993,27928.679459167142,0.0,3,374.16079060011543,132.09765625
1.0,3,capacity_both,20260725,533.7894005341252,0.1723634628030043,0.3875520491587762,"{""premium_green"": 0.1480875886994769, ""regulated_utility"": 0.3889107135627285, ""volatile_low_cost"": 0.4630016977377946}",0.7791501356345402,8.368304697892764,36.75244297244932,0.7980821044783678,8390.008032676682,0.14680365296803652,"{""premium_green"": 0.0021767767153256946, ""regulated_utility"": 0.00569117941923613, ""volatile_low_cost"": 0.006812409162241814}",0.20994273935887864,27866.037337841783,0.0,3,346.31298629997764,132.22265625
1.0,3,capacity_both,20260723,561.5749356386611,0.17674151158592988,0.36439173385846246,"{""premium_green"": 0.18970434097060285, ""regulated_utility"": 0.39758246916541057, ""volatile_low_cost"": 0.4127131898639866}",0.7373850226619035,8.307298041037967,35.576239893637215,0.7774040110540892,8509.533132643095,0.146689497716895,"{""premium_green"": 0.002800414193176624, ""regulated_utility"": 0.005806434311189857, ""volatile_low_cost"": 0.006062101267323021}",0.14867256592892253,26231.370246056114,0.005,3,395.66689260001294,132.3828125
1.0,3,capacity_both,20260726,562.9879694198988,0.18344864651395834,0.341233222763808,"{""premium_green"": 0.2614018653659615, ""regulated_utility"": 0.3776262908808224, ""volatile_low_cost"": 0.3609718437532161}",0.7826647295437047,8.570826180951329,35.856285027473156,0.7809104280737097,8368.643677073114,0.14509132420091325,"{""premium_green"": 0.0037990161660228358, ""regulated_utility"": 0.005497638274048441, ""volatile_low_cost"": 0.005212477980020052}",0.07748295034324082,24582.622042099032,0.005,3,357.41258559993,132.078125
1.0,3,capacity_both,20260727,564.3249060012882,0.18074448956274253,0.35641665477169904,"{""premium_green"": 0.2106662818218551, ""regulated_utility"": 0.41067487502775485, ""volatile_low_cost"": 0.37865884315039006}",0.7610950478223208,8.476417610365907,35.79505634662335,0.7827894117361125,8441.437880440815,0.14554794520547945,"{""premium_green"": 0.0030536900504564914, ""regulated_utility"": 0.005989745736467119, ""volatile_low_cost"": 0.0055113587336243705}",0.13333906213726676,25482.09343184736,0.01,3,334.08104800002184,132.36328125
