k,broker_count,ablation,seed,avg_cost_per_agent_eur,avg_cost_per_kwh_eur,load_concentration_hhi,broker_load_share_json,feeder_coefficient_of_variation,feeder_peak_to_average_ratio,feeder_mean_hourly_ramp_kwh,prosumer_self_sufficiency,total_capacity_charge_eur,capacity_fire_rate,mean_broker_surcharge_json,broker_load_share_gini,total_deferred_kwh,switching_rate,n_brokers,run_wallclock_sec,peak_rss_mb
1.0,3,capacity_pnl_only,20260716,556.7776794607375,0.17372301344137092,0.362655235561659,"{""premium_green"": 0.19498811931202015, ""regulated_utility"": 0.4200102950082056, ""volatile_low_cost"": 0.38500158567977427}",0.7524766975635944,9.75437667372327,32.99306583057176,0.7472514673558177,8852.181168328692,0.14121004566210046,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.15001478379745725,0.0,0.02,3,406.9849160000449,132.296875
1.0,3,capacity_pnl_only,20260720,549.6765395030557,0.17355641287090534,0.3439222312136471,"{""premium_green"": 0.26394240994376256, ""regulated_utility"": 0.3270029037701105, ""volatile_low_cost"": 0.409054686286127}",0.7803226137615074,9.925995939981956,33.680822468883584,0.7808132881496281,8908.767319159739,0.14200913242009133,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.09674151756157623,0.0,0.005,3,313.4424748000456,132.05078125
1.0,3,capacity_pnl_only,20260718,554.0843357327956,0.1676308228425313,0.3597528918133877,"{""premium_green"": 0.23056873280222592, ""regulated_utility"": 0.31198766856281146, ""volatile_low_cost"": 0.45744359863496264}",0.7690473149482197,9.81659908155278,34.69271042171641,0.768234944780333,9249.669822387134,0.14246575342465753,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.1512499105551579,0.0,0.01,3,351.6516063999152,132.37890625
1.0,3,capacity_pnl_only,20260717,558.6553963791823,0.16970009756969223,0.3680508950557025,"{""premium_green"": 0.181199163816725, ""regulated_utility"": 0.40898004884505373, ""volatile_low_cost"": 0.4098207873382213}",0.7536359589762253,9.78272870935815,34.00185500531574,0.7442155960480774,9137.314406948655,0.14132420091324202,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.15241441568099745,0.0,0.0,3,419.71750000002794,132.08203125
1.0,3,capacity_pnl_only,20260721,548.3979258009867,0.17137712631360752,0.35408319385229414,"{""premium_green"": 0.21719787978867627, ""regulated_utility"": 0.375296787940706, ""volatile_low_cost"": 0.40750533227061786}",0.7952357151206292,10.064395247917863,34.72387175130438,0.7574150037188073,9056.032714270337,0.14235159817351598,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.1268716349879606,0.0,0.005,3,366.29506220004987,132.36328125
1.0,3,capacity_pnl_only,20260719,552.9756518864104,0.17256510115613094,0.35368883210591195,"{""premium_green"": 0.21687716284776337, ""regulated_utility"": 0.3890674953282573, ""volatile_low_cost"": 0.3940553418239793}",0.7632934273354208,9.940405044594646,33.450536914330094,0.750620622544588,8925.21390835901,0.14200913242009133,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.11811878598414416,0.0,0.02,3,422.88174770004116,132.44921875
1.0,3,capacity_pnl_only,20260725,510.2375342761398,0.16475833128596093,0.3875479805078557,"{""premium_green"": 0.1480963807057621, ""regulated_utility"": 0.3889008026000852, ""volatile_low_cost"": 0.46300281669415283}",0.80251048161091,9.990441817399013,33.82038796125747,0.7977806163976672,8718.46246495203,0.1404109589041096,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.20993762399226013,0.0,0.0,3,377.5042797999922,132.16015625
1.0,3,capacity_pnl_only,20260724,542.5457942682565,0.17258025694757656,0.3906996867623428,"{""premium_green"": 0.1444295518031169, ""regulated_utility"": 0.4715995791341245, ""volatile_low_cost"": 0.38397086906275874}",0.7777732090220346,9.979811730741359,33.289405229068564,0.7444936180141299,8825.09111464967,0.14098173515981735,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.2181133515540048,0.0,0.0,3,405.02916889998596,132.22265625
1.0,3,capacity_pnl_only,20260723,538.6351653154204,0.16952158426740138,0.36439166627305897,"{""premium_green"": 0.18970380880336854, ""regulated_utility"": 0.39759255244543634, ""volatile_low_cost"": 0.412703638751195}",0.7601238855915242,9.815176533662251,32.96626420216587,0.7772212139598608,8851.015693575911,0.14269406392694065,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.14866655329855116,0.0,0.005,3,429.4291797999758,132.3828125
1.0,3,capacity_pnl_only,20260722,561.7621733119331,0.17374760545102072,0.3771893558236375,"{""premium_green"": 0.16905730695078336, ""regulated_utility"": 0.45655725179785084, ""volatile_low_cost"": 0.37438544125136586}",0.7772609154871931,10.093861270901286,34.29104373880431,0.7624947461742101,9052.33133599683,0.14143835616438355,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.19166662989804517,0.0,0.0,3,442.0857493999647,132.22265625
1.0,3,capacity_pnl_only,20260726,541.8482865324894,0.17656031776791942,0.3412347660877512,"{""premium_green"": 0.26139463656838574, ""regulated_utility"": 0.37762940424208563, ""volatile_low_cost"": 0.36097595918952863}",0.8041795613027133,10.045777079718007,33.441177869202306,0.7805510236782183,8674.562112277243,0.14075342465753424,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.07748984511580015,0.0,0.005,3,403.66890359995887,132.17578125
1.0,3,capacity_pnl_only,20260727,542.0301219970397,0.1736038083862207,0.35641604344741123,"{""premium_green"": 0.2106660309820622, ""regulated_utility"": 0.41066400790194213, ""volatile_low_cost"": 0.37866996111599566}",0.7837564401837622,10.0002718769723,33.30705861115481,0.78247164170738,8781.941209381688,0.14200913242009133,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.13333198461325324,0.0,0.01,3,401.7303892999189,132.5
1.0,3,capacity_pnl_only,20260729,521.5224581868542,0.16911693265582411,0.3600482161000885,"{""premium_green"": 0.20599361909022448, ""regulated_utility"": 0.3624215585422648, ""volatile_low_cost"": 0.43158482236751067}",0.776811108807199,10.093186832668934,32.70533654206878,0.7536385493604227,8672.532516118114,0.14200913242009133,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.1503941355181908,0.0,0.0,3,405.58176900004037,132.09765625
1.0,3,capacity_pnl_only,20260728,550.557386090174,0.17090776537439314,0.35734263510009356,"{""premium_green"": 0.20786434398249723, ""regulated_utility"": 0.3820036743961138, ""volatile_low_cost"": 0.4101319816213891}",0.7740936865626469,9.960646313532566,34.00551608669727,0.767163893606631,9036.212411576613,0.1421232876712329,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.1348450917592614,0.0,0.0,3,424.96443510008976,132.42578125
1.0,3,capacity_pnl_only,20260730,523.8577526312738,0.17659363933785574,0.34857321313072187,"{""premium_green"": 0.2357035039873327, ""regulated_utility"": 0.4038565923719769, ""volatile_low_cost"": 0.36043990364069045}",0.8224882748838828,10.087839301945627,33.00309117072022,0.8041183357326587,8483.170361367076,0.14121004566210046,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.11210205892309633,0.0,0.005,3,384.44045350002125,132.296875
1.0,3,capacity_pnl_only,20260732,506.1356384863755,0.16708264629507252,0.3615631246215312,"{""premium_green"": 0.19805550978937078, ""regulated_utility"": 0.38122817037375734, ""volatile_low_cost"": 0.42071631983687185}",0.8237194708438976,10.020604879377085,33.821524638804334,0.802149534667502,8680.216276897,0.14052511415525115,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.14844054003166773,0.0,0.01,3,347.35674930003006,132.37890625
1.0,3,capacity_pnl_only,20260731,521.4940421221164,0.16859156291810315,0.3636860139303661,"{""premium_green"": 0.21349358094629117, ""regulated_utility"": 0.3268817878954348, ""volatile_low_cost"": 0.459624631158274}",0.800429751757111,10.000482162693535,33.64926611955229,0.8168884027738686,8801.369362257397,0.1428082191780822,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.16408736680798874,0.0,0.0,3,387.4080800000811,132.078125
1.0,3,capacity_pnl_only,20260733,570.9370828483343,0.1764034575038942,0.3491566706911348,"{""premium_green"": 0.23413931016507575, ""regulated_utility"": 0.4059971610105448, ""volatile_low_cost"": 0.35986352882437955}",0.7766479601281985,9.929092160863423,34.30837578924498,0.7673448071666972,9062.36443501898,0.14178082191780822,"{""premium_green"": 0.0, ""regulated_utility"": 0.0, ""volatile_low_cost"": 0.0}",0.11457190056364608,0.0,0.02,3,402.38420889992267,132.08203125
1.0,3,capacity_pricing_only,20260704,570.4372115392462,0.18385042180857353,0.3521474150137667,"{""premium_green"": 0.22140768859832433, ""regulated_utility"": 0.3926915022525351, ""volatile_low_cost"": 0.3859008091491405}",0.7585970341734339,8.493399819306566,35.489227003834344,0.7667123179062673,8426.373908831807,0.14691780821917808,"{""premium_green"": 0.0033072267941322464, ""regulated_utility"": 0.005823278261758368, ""volatile_low_cost"": 0.005561275766027202}",0.11418920910280761,25181.56544556371,0.0,3,389.8223652000306,132.36328125
